Age 0 to age 1 mortality with PE for cultivation/depensation ms,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Lagged,,,,,,
WBICYR(Age 0),MWBC,COUNTY,LAKE,AREA,YEAR,WRC (at Age0),Avg AGE0CPE (t),Avg Age1CPE (t+1),Adult PE (t),Adult no./acre,Surv.,M,S,M,,,Age0,M,
23399002006,2339900,VILAS,ESCANABA L,293,2006,NR,37.29246487,5.40229886,2191,7.4778157,0.14,0.86,,,,,,,
23399002007,2339900,VILAS,ESCANABA L,293,2007,NR,30.61302682,7.6628352,3244,11.07167235,0.25,0.75,,,,,,,
23399002008,2339900,VILAS,ESCANABA L,293,2008,NR,86.3984674,6.8965517,2335,7.969283276,0.08,0.92,,,,,,,
23399002009,2339900,VILAS,ESCANABA L,293,2009,NR,24.3295019,1.1494253,2313,7.894197952,0.05,0.95,,,,,,,
23399002010,2339900,VILAS,ESCANABA L,293,2010,NR,57.6628352,10.7692308,2581,8.80887372,0.19,0.81,,,,,,,
23399002013,2339900,VILAS,ESCANABA L,293,2013,NR,39.0804598,6.0229885,2359,8.051194539,0.15,0.85,,,,,,,
23399002014,2339900,VILAS,ESCANABA L,293,2014,NR,37.90804596,4.951149433,2903,9.907849829,0.13,0.87,,,,,,,
23399002015,2339900,VILAS,ESCANABA L,293,2015,NR,45.5762452,8.77394636,2968,10.12969283,0.19,0.81,,,,,,,
23399002016,2339900,VILAS,ESCANABA L,293,2016,NR,23.8697318,3.23535852,1895,6.467576792,0.14,0.86,,,,,,,
23432001993,2343200,VILAS,FISHTRAP L,329,1993,NR,4.6428571,0.25,1853,5.632218845,0.05,0.95,,,,,,,
27622002006,2762200,VILAS,FOREST L,466,2006,NR,37.4285714,6.7142857,2486,5.334763948,0.18,0.82,,,,,,,
27622002013,2762200,VILAS,FOREST L,466,2013,NR,44.7142857,1.8571429,1513,3.246781116,0.04,0.96,,,,,,,
6929001991,692900,FOREST,FRANKLIN L,892,1991,NR,17.4242424,12.2727273,3077,3.44955157,0.70,0.30,,,,,,,
6929001994,692900,FOREST,FRANKLIN L,892,1994,NR,54.0909091,4.6969697,2101,2.355381166,0.09,0.91,,,,,,,
6929001997,692900,FOREST,FRANKLIN L,892,1997,NR,9.5454545,0.9230769,1834,2.056053812,0.10,0.90,,,,,,,
6929002002,692900,FOREST,FRANKLIN L,892,2002,NR,27.1212121,0,528,0.591928251,0.00,1.00,,,,,,,
6929002012,692900,FOREST,FRANKLIN L,892,2012,C-NR,3.7878788,0.1515152,247,0.27690583,0.04,0.96,,,,,,,
6929002013,692900,FOREST,FRANKLIN L,892,2013,C-NR,8.3333333,0,248,0.278026906,0.00,1.00,,,,,,,
15696002007,1569600,ONEIDA,GEORGE L,435,2007,C-NR,53.0909091,30.9090909,2120,4.873563218,0.58,0.42,,,,,,,
23912001994,2391200,SAWYER,GRINDSTONE L,3111,1994,NR,26.7619048,7.2380952,3847,1.236579878,0.27,0.73,,,,,,,
23912002000,2391200,SAWYER,GRINDSTONE L,3111,2000,C-NR,117.3333333,13.047619,3682,1.183542269,0.11,0.89,,,,,,,
23912002003,2391200,SAWYER,GRINDSTONE L,3111,2003,C-NR,32.8095238,17.85253455,6655,2.139183542,0.54,0.46,,,,,,,
23912002006,2391200,SAWYER,GRINDSTONE L,3111,2006,C-NR,178.7619048,14.4761905,3500,1.12504018,0.08,0.92,,,,,,,
23912002009,2391200,SAWYER,GRINDSTONE L,3111,2009,C-NR,36.952381,0.7619048,5891,1.893603343,0.02,0.98,,,,,,,
23912002012,2391200,SAWYER,GRINDSTONE L,3111,2012,C-NR,43.4285714,4.5714286,4439,1.426872388,0.11,0.89,,,,,,,
23912002015,2391200,SAWYER,GRINDSTONE L,3111,2015,NR,14.5714286,2.8571429,7383,2.3731919,0.20,0.80,,,,,,,
26211001991,2621100,POLK,HALF MOON L,579,1991,C-NR,1.971831,0,963,1.663212435,0.00,1.00,,,,,,,
26211002001,2621100,POLK,HALF MOON L,579,2001,ST,7.7464789,0.4225352,717,1.238341969,0.05,0.95,,,,,,,
15179002002,1517900,ONEIDA,HANCOCK L,259,2002,C-ST,0.1408451,0,297,1.146718147,0.00,1.00,,,,,,,
29585001989,2958500,VILAS,HARRIS L,507,1989,NR,26.4285714,17.1428571,1660,3.274161736,0.65,0.35,,,,,,,
29585001992,2958500,VILAS,HARRIS L,507,1992,NR,33.8333333,12.8333333,1318,2.599605523,0.38,0.62,,,,,,,
29585001997,2958500,VILAS,HARRIS L,507,1997,NR,8.6792453,5.6666667,1913,3.773175542,0.65,0.35,,,,,,,
29585002013,2958500,VILAS,HARRIS L,507,2013,NR,12.3333333,7.1666667,6060,11.95266272,0.58,0.42,,,,,,,
29032001991,2903200,BAYFIELD,HART L,259,1991,NR,6.8571429,1.4285714,2223,8.583011583,0.21,0.79,,,,,,,
29032002001,2903200,BAYFIELD,HART L,259,2001,NR,31.7142857,0.5714286,1550,5.984555985,0.02,0.98,,,,,,,
29032002010,2903200,BAYFIELD,HART L,259,2010,NR,13.7142857,0,526,2.030888031,0.00,1.00,,,,,,,
15891002001,1589100,ONEIDA,HASBROOK L,302,2001,NR,53.4090909,4.7727273,1152,3.814569536,0.09,0.91,,,,,,,
15891002016,1589100,ONEIDA,HASBROOK L,302,2016,NR,12.0454545,2.0454545,2158,7.145695364,0.17,0.83,,,,,,,
23440001991,2344000,VILAS,HIGH L,734,1991,NR,4.0540541,1.8918919,2514,3.42506812,0.47,0.53,,,,,,,
23440001993,2344000,VILAS,HIGH L,734,1993,NR,0.625,0,2810,3.828337875,0.00,1.00,,,,,,,
29531002016,2953100,VILAS,HORSEHEAD L,234,2016,NR,14.3902439,10.2439024,1014,4.333333333,0.71,0.29,,,,,,,
23344001993,2334400,VILAS,ISLAND L,1023,1993,NR,41.9736842,12.6041667,3591,3.51026393,0.30,0.70,,,,,,,
16105001994,1610500,ONEIDA,ISLAND L,295,1994,NR,47,26.8181818,249,0.844067797,0.57,0.43,,,,,,,
23344001999,2334400,VILAS,ISLAND L,1023,1999,C-NR,39.7916667,30.8235294,6683,6.532746823,0.77,0.23,,,,,,,
23344002004,2334400,VILAS,ISLAND L,1023,2004,C-NR,23.0366492,8.9583333,3500,3.421309873,0.39,0.61,,,,,,,
3779002002,377900,FOREST,JUNGLE L,177,2002,C-NR,34.5454545,11.3636364,2811,15.88135593,0.33,0.67,,,,,,,
3779002004,377900,FOREST,JUNGLE L,177,2004,NR,41.8181818,1.1796537,2475,13.98305085,0.03,0.97,,,,,,,
3779002007,377900,FOREST,JUNGLE L,177,2007,NR,0.4545455,0.4545455,1903,10.75141243,1.00,0.00,,,,,,,
3779002014,377900,FOREST,JUNGLE L,177,2014,C-NR,17.7272727,0.4545455,560,3.163841808,0.03,0.97,,,,,,,
3779002016,377900,FOREST,JUNGLE L,177,2016,C-NR,0.9090909,0.4545455,447,2.525423729,0.50,0.50,,,,,,,
15433001991,1543300,ONEIDA,KATHERINE L,590,1991,NR,37.9591837,9.4202899,885,1.5,0.25,0.75,,,,,,,
15433001993,1543300,ONEIDA,KATHERINE L,590,1993,NR,34.7663551,9.2523364,2360,4,0.27,0.73,,,,,,,
15433002001,1543300,ONEIDA,KATHERINE L,590,2001,NR,16.0824742,6.4485981,3766,6.383050847,0.40,0.60,,,,,,,
15433002008,1543300,ONEIDA,KATHERINE L,590,2008,NR,15.2336449,6.635514,5803,9.83559322,0.44,0.56,,,,,,,
15423001998,1542300,ONEIDA,KAWAGUESAGA L,670,1998,NR,3.0630631,0.1886792,3495,5.21641791,0.06,0.94,,,,,,,
15423002009,1542300,ONEIDA,KAWAGUESAGA L,670,2009,NR,0.6481481,0.5405405,2274,3.394029851,0.83,0.17,,,,,,,
7168001999,716800,VILAS,KENTUCK L,957,1999,NR,102,9.8333333,1819,1.900731452,0.10,0.90,,,,,,,
7168002000,716800,VILAS,KENTUCK L,957,2000,ST,126.8333333,55.6666667,574,0.599791014,0.44,0.56,,,,,,,
7168002001,716800,VILAS,KENTUCK L,957,2001,ST,6.5,2.8333333,5204,5.437826541,0.44,0.56,,,,,,,
7168002002,716800,VILAS,KENTUCK L,957,2002,C-ST,34.5,2.1666667,2538,2.652037618,0.06,0.94,,,,,,,
7168002003,716800,VILAS,KENTUCK L,957,2003,C-ST,80.8333333,38,10474,10.9446186,0.47,0.53,,,,,,,
7168002005,716800,VILAS,KENTUCK L,957,2005,C-NR,39.5,24.5,9549,9.978056426,0.62,0.38,,,,,,,
7168002006,716800,VILAS,KENTUCK L,957,2006,C-NR,51,35.5,12489,13.05015674,0.70,0.30,,,,,,,
7168002014,716800,VILAS,KENTUCK L,957,2014,NR,41.6666667,4.6666667,4705,4.916405434,0.11,0.89,,,,,,,
7168002016,716800,VILAS,KENTUCK L,957,2016,C-NR,48.5,4.6666667,1766,1.845350052,0.10,0.90,,,,,,,
6729001997,672900,FLORENCE,KEYES L,210,1997,NR,25.1515152,0.9090909,196,0.933333333,0.04,0.96,,,,,,,
6729002012,672900,FLORENCE,KEYES L,210,2012,C-ST,0.2857143,0,95,0.452380952,0.00,1.00,,,,,,,
21133002005,2113300,SAWYER,L CHETAC,1920,2005,C-NR,6.9714286,3.4857143,8654,4.507291667,0.50,0.50,,,,,,,
23997001999,2399700,SAWYER,L CHIPPEWA,15300,1999,C-NR,52.9192193,17.4273859,82070,5.364052288,0.33,0.67,,,,,,,
23997002011,2399700,SAWYER,L CHIPPEWA,15300,2011,C-NR,14.7648903,11.120332,46982,3.070718954,0.75,0.25,,,,,,,
21332002013,2133200,EAU CLAIRE,L EAU CLAIRE,860,2013,NR,1.2307692,0,5755,6.691860465,0.00,1.00,,,,,,,
21332002017,2133200,EAU CLAIRE,L EAU CLAIRE,860,2017,NR,53.7142857,5.5,4069,4.731395349,0.10,0.90,,,,,,,
29355002014,2935500,ASHLAND,L GALILEE,213,2014,O-ST,6.5517241,0.3448276,471,2.211267606,0.05,0.95,,,,,,,
9952001994,995200,VILAS,L LAURA,599,1994,C-NR,136.4583333,24.375,3737,6.238731219,0.18,0.82,,,,,,,
9952001995,995200,VILAS,L LAURA,599,1995,NR,78.3333333,38.125,3530,5.893155259,0.49,0.51,,,,,,,
9952001998,995200,VILAS,L LAURA,599,1998,NR,44.5833333,14.375,2422,4.043405676,0.32,0.68,,,,,,,
9952002005,995200,VILAS,L LAURA,599,2005,C-NR,68.08510638,36.875,1321,2.205342237,0.54,0.46,,,,,,,
3965001992,396500,FOREST,L LUCERNE,1026,1992,C-ST,2.7619048,1.2380952,1410,1.374269006,0.45,0.55,,,,,,,
3965002001,396500,FOREST,L LUCERNE,1026,2001,C-ST,11.9047619,0.4761905,1913,1.864522417,0.04,0.96,,,,,,,
3965002006,396500,FOREST,L LUCERNE,1026,2006,C-ST,0.3809524,0.1904762,904,0.881091618,0.50,0.50,,,,,,,
3965002011,396500,FOREST,L LUCERNE,1026,2011,C-ST,2.5301205,0,655,0.638401559,0.00,1.00,,,,,,,
3965002015,396500,FOREST,L LUCERNE,1026,2015,C-ST,2,0.4761905,713,0.694931774,0.24,0.76,,,,,,,
3944001989,394400,FOREST,L METONGA,1991,1989,C-ST,25.3164557,10.25316457,4706,2.363636364,0.41,0.59,,,,,,,
3944001992,394400,FOREST,L METONGA,1991,1992,C-,19.7468354,3.7974684,4987,2.504771472,0.19,0.81,,,,,,,
3944001997,394400,FOREST,L METONGA,1991,1997,C-,21.3924051,8.6075949,7376,3.70467102,0.40,0.60,,,,,,,
3944001999,394400,FOREST,L METONGA,1991,1999,C-NR,1.7721519,0.6329114,4851,2.436464088,0.36,0.64,,,,,,,
3944002001,394400,FOREST,L METONGA,1991,2001,C-ST,4.3037975,3.5443038,3518,1.766951281,0.82,0.18,,,,,,,
3944002004,394400,FOREST,L METONGA,1991,2004,C-ST,13.5443038,3.2911392,1199,0.602209945,0.24,0.76,,,,,,,
3944002009,394400,FOREST,L METONGA,1991,2009,C-ST,230.8860759,7.4683544,2574,1.29281768,0.03,0.97,,,,,,,
3944002010,394400,FOREST,L METONGA,1991,2010,C-ST,61.1392405,3.9240506,3993,2.005524862,0.06,0.94,,,,,,,
3944002011,394400,FOREST,L METONGA,1991,2011,C-ST,45.9493671,2.6582278,2569,1.290306379,0.06,0.94,,,,,,,
3944002013,394400,FOREST,L METONGA,1991,2013,C-NR,20.5063291,11.5189873,9836,4.94023104,0.56,0.44,,,,,,,
3944002016,394400,FOREST,L METONGA,1991,2016,C-NR,15.8227848,1.2658228,5770,2.898041185,0.08,0.92,,,,,,,
29037002001,2903700,BAYFIELD,L MILLICENT,183,2001,NR,1.3157895,1.3157895,1095,5.983606557,1.00,0.00,,,,,,,
29037002010,2903700,BAYFIELD,L MILLICENT,183,2010,NR,3.6842105,0,372,2.032786885,0.00,1.00,,,,,,,
28662001995,2866200,DOUGLAS,L MINNESUING,432,1995,NR,4.3478261,2.0289855,611,1.414351852,0.47,0.53,,,,,,,
26915001992,2691500,WASHBURN,L NANCY,772,1992,C-NR,4.7201087,2.295082,598,0.774611399,0.49,0.51,,,,,,,
26915001993,2691500,WASHBURN,L NANCY,772,1993,C-ST,32.4590164,0,538,0.696891192,0.00,1.00,,,,,,,
28650001992,2865000,DOUGLAS,L NEBAGAMON,914,1992,C-NR,19.1666667,11.6666667,3115,3.40809628,0.61,0.39,,,,,,,
28650001994,2865000,DOUGLAS,L NEBAGAMON,914,1994,C-NR,28.8888889,4.4444444,2362,2.584245077,0.15,0.85,,,,,,,
28650001997,2865000,DOUGLAS,L NEBAGAMON,914,1997,C-ST,26.5740741,5.3703704,1609,1.760393873,0.20,0.80,,,,,,,
28650001998,2865000,DOUGLAS,L NEBAGAMON,914,1998,C-ST,7.8703704,2.7777778,1525,1.668490153,0.35,0.65,,,,,,,
28650002005,2865000,DOUGLAS,L NEBAGAMON,914,2005,C-NR,19.329806,3.6111111,1149,1.257111597,0.19,0.81,,,,,,,
28650002014,2865000,DOUGLAS,L NEBAGAMON,914,2014,C-NR,2.6851852,1.4814815,1212,1.326039387,0.55,0.45,,,,,,,
15165002001,1516500,LINCOLN,L NOKOMIS,2433,2001,NR,150.2882496,23.7820513,9659,3.96999589,0.16,0.84,,,,,,,
29002001994,2900200,BAYFIELD,L OWEN,1323,1994,C-,31.625,2.3333333,2050,1.549508692,0.07,0.93,,,,,,,
29002001999,2900200,BAYFIELD,L OWEN,1323,1999,C-ST,2.625,0.4395604,2399,1.813303099,0.17,0.83,,,,,,,
29002002001,2900200,BAYFIELD,L OWEN,1323,2001,C-ST,4.3333333,0.6666667,2454,1.854875283,0.15,0.85,,,,,,,
29002002003,2900200,BAYFIELD,L OWEN,1323,2003,C-ST,1.1041667,0,1532,1.157974301,0.00,1.00,,,,,,,
29002002007,2900200,BAYFIELD,L OWEN,1323,2007,C-NR,1.8333333,0.625,1495,1.130007559,0.34,0.66,,,,,,,
29002002013,2900200,BAYFIELD,L OWEN,1323,2013,C-ST,0.9166667,0.1702128,1140,0.861678005,0.19,0.81,,,,,,,
15699001999,1569900,ONEIDA,L THOMPSON,382,1999,ST,1.641791,1.4925373,517,1.353403141,0.91,0.09,,,,,,,
21528002015,2152800,CHIPPEWA,L WISSOTA,6300,2015,NR,68.1395349,20,8389,1.331587302,0.29,0.71,,,,,,,
23908001991,2390800,SAWYER,LAC COURTE OREILLES,5039,1991,C-,7.519685,0.6299213,6587,1.30720381,0.08,0.92,,,,,,,
23908002000,2390800,SAWYER,LAC COURTE OREILLES,5039,2000,C-ST,14.48,5,5182,1.028378647,0.35,0.65,,,,,,,
23908002001,2390800,SAWYER,LAC COURTE OREILLES,5039,2001,C-ST,54.9212598,0.9055118,7526,1.493550308,0.02,0.98,,,,,,,
23908002010,2390800,SAWYER,LAC COURTE OREILLES,5039,2010,C-NR,23.1496063,1.9291339,5611,1.113514586,0.08,0.92,,,,,,,
23908002016,2390800,SAWYER,LAC COURTE OREILLES,5039,2016,C-NR,0.2362205,0.2362205,7230,1.434808494,1.00,0.00,,,,,,,
16319001986,1631900,VILAS,LAC VIEUX DESERT,4300,1986,C-NR,40.8571429,6.3636364,22564,5.24744186,0.16,0.84,,,,,,,
16319001990,1631900,VILAS,LAC VIEUX DESERT,4300,1990,C-NR,12.4705882,1.1656442,12635,2.938372093,0.09,0.91,,,,,,,
16319001996,1631900,VILAS,LAC VIEUX DESERT,4300,1996,C-NR,84.7239264,8.75,8201,1.907209302,0.10,0.90,,,,,,,
16319001997,1631900,VILAS,LAC VIEUX DESERT,4300,1997,C-NR,86.75,10,6233,1.449534884,0.12,0.88,,,,,,,
16319002000,1631900,VILAS,LAC VIEUX DESERT,4300,2000,C-NR,14.7239264,3.0379747,11968,2.783255814,0.21,0.79,,,,,,,
16319002006,1631900,VILAS,LAC VIEUX DESERT,4300,2006,C-NR,0.3164557,0,10505,2.443023256,0.00,1.00,,,,,,,
3769002002,376900,FOREST,LILY L,213,2002,NR,8.0392157,0.5882353,1214,5.699530516,0.07,0.93,,,,,,,
3769002012,376900,FOREST,LILY L,213,2012,NR,36.8627451,13.3333333,1548,7.267605634,0.36,0.64,,,,,,,
3769002014,376900,FOREST,LILY L,213,2014,NR,67.8431373,16.6666667,1300,6.103286385,0.25,0.75,,,,,,,
26781002004,2678100,BURNETT,LIPSETT L,393,2004,ST,3.7142857,2.3333333,245,0.623409669,0.63,0.37,,,,,,,
26781002016,2678100,BURNETT,LIPSETT L,393,2016,O-ST,2.2857143,0.2857143,111,0.282442748,0.13,0.87,,,,,,,
15453002007,1545300,VILAS,LITTLE ARBOR VITAE L,534,2007,C-NR,0.4225352,0.2816901,4360,8.164794007,0.67,0.33,,,,,,,
15453002013,1545300,VILAS,LITTLE ARBOR VITAE L,534,2013,C-ST,1.1320755,0,751,1.406367041,0.00,1.00,,,,,,,
16106001994,1610600,ONEIDA,LITTLE FORK L,354,1994,NR,70.5128205,21.5384615,2801,7.912429379,0.31,0.69,,,,,,,
23323002016,2332300,VILAS,LITTLE JOHN L,166,2016,C-NR,10.7142857,0.9090909,3334,20.08433735,0.08,0.92,,,,,,,
15963001997,1596300,VILAS,LITTLE ST GERMAIN L,980,1997,ST,2.0143885,0.2721088,2212,2.257142857,0.14,0.86,,,,,,,
23343002004,2334300,VILAS,LITTLE STAR L,244,2004,C-NR,11.0526316,0.5263158,232,0.950819672,0.05,0.95,,,,,,,
16023001989,1602300,VILAS,LONG L,872,1989,NR,28.6585366,7.3170732,1867,2.141055046,0.26,0.74,,,,,,,
21068001990,2106800,WASHBURN,LONG L,3290,1990,C-,4.1578947,0.2894737,7555,2.296352584,0.07,0.93,,,,,,,
21068001991,2106800,WASHBURN,LONG L,3290,1991,C-,4.2368421,0.7105263,5787,1.758966565,0.17,0.83,,,,,,,
21068001994,2106800,WASHBURN,LONG L,3290,1994,C-,0.9473684,0.2105263,10238,3.111854103,0.22,0.78,,,,,,,
16090001994,1609000,ONEIDA,LONG L,620,1994,NR,90.1333333,20,861,1.388709677,0.22,0.78,,,,,,,
23514001994,2351400,CHIPPEWA,LONG L,1052,1994,NR,77.5,0,4909,4.66634981,0.00,1.00,,,,,,,
23514002000,2351400,CHIPPEWA,LONG L,1052,2000,NR,71.4285714,3.8392857,5397,5.130228137,0.05,0.95,,,,,,,
21068002001,2106800,WASHBURN,LONG L,3290,2001,C-,3.5789474,0,4966,1.509422492,0.00,1.00,,,,,,,
16023002001,1602300,VILAS,LONG L,872,2001,C-NR,20,0,6650,7.626146789,0.00,1.00,,,,,,,
23514002008,2351400,CHIPPEWA,LONG L,1052,2008,NR,20.8571429,4.7321429,7083,6.732889734,0.23,0.77,,,,,,,
21068002009,2106800,WASHBURN,LONG L,3290,2009,C-ST,1.25,0.0625,6915,2.101823708,0.05,0.95,,,,,,,
21068002012,2106800,WASHBURN,LONG L,3290,2012,C-NR,1.2631579,0,5773,1.754711246,0.00,1.00,,,,,,,
21068002015,2106800,WASHBURN,LONG L,3290,2015,C-NR,2.4736842,2.289282,8481,2.57781155,0.93,0.07,,,,,,,
23514002016,2351400,CHIPPEWA,LONG L,1052,2016,C-NR,26.8571429,13.8571429,3545,3.369771863,0.52,0.48,,,,,,,
23398001994,2339800,VILAS,LOST CANOE L,249,1994,NR,92.5,34.1250001,1100,4.417670683,0.37,0.63,,,,,,,
24186001990,2418600,SAWYER,LOST LAND L,1304,1990,NR,0.25,0,792,0.607361963,0.00,1.00,,,,,,,
24186002000,2418600,SAWYER,LOST LAND L,1304,2000,C-NR,3.3333333,1.1111111,563,0.431748466,0.33,0.67,,,,,,,
24186002004,2418600,SAWYER,LOST LAND L,1304,2004,C-ST,1.3274336,0.3539823,698,0.535276074,0.27,0.73,,,,,,,
27416001991,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,1991,NR,41.4102564,1.9230769,1752,2.184538653,0.05,0.95,,,,,,,
27416001993,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,1993,NR,37.3076923,10.2564103,3006,3.748129676,0.27,0.73,,,,,,,
27416001995,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,1995,C-NR,84.4871795,20.2564103,2036,2.538653367,0.24,0.76,,,,,,,
27416002001,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,2001,C-NR,32.5454545,6.9090909,3821,4.764339152,0.21,0.79,,,,,,,
27416002007,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,2007,C-NR,14.8717949,1.4102564,1994,2.486284289,0.09,0.91,,,,,,,
27416002011,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,2011,NR,0.8997429,0.1818182,1714,2.137157107,0.20,0.80,,,,,,,
27416002016,2741600,DOUGLAS,LOWER EAU CLAIRE L,802,2016,C-NR,6.6666667,0.8974359,461,0.574812968,0.13,0.87,,,,,,,
28564001992,2856400,DOUGLAS,LYMAN L,403,1992,NR,10.1449275,4.6376812,1764,4.377171216,0.46,0.54,,,,,,,
29545001994,2954500,VILAS,LYNX L,339,1994,NR,11.25,4.0625,473,1.395280236,0.36,0.64,,,,,,,
29641002008,2964100,VILAS,MAMIE L,400,2008,NR,13.8983051,4.5762712,4439,11.0975,0.33,0.67,,,,,,,
29641002014,2964100,VILAS,MAMIE L,400,2014,NR,0.1694915,0.1694915,4039,10.0975,1.00,0.00,,,,,,,
23294001993,2329400,VILAS,MANITOWISH L,506,1993,NR,17.5,11.1842105,508,1.003952569,0.64,0.36,,,,,,,
23294001999,2329400,VILAS,MANITOWISH L,506,1999,C-NR,11.3636364,6.1363636,1028,2.031620553,0.54,0.46,,,,,,,
23294002004,2329400,VILAS,MANITOWISH L,506,2004,C-NR,6.7123288,2,712,1.407114625,0.30,0.70,,,,,,,
27421001991,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,1991,C-NR,54.2857143,3.2467532,4185,4.639689579,0.06,0.94,,,,,,,
27421001993,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,1993,C-NR,42.2077922,5.8441558,4577,5.074279379,0.14,0.86,,,,,,,
27421001996,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,1996,C-NR,71.9480519,18.1818182,5258,5.829268293,0.25,0.75,,,,,,,
27421001998,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,1998,C-NR,141.5584416,5.8441558,4099,4.544345898,0.04,0.96,,,,,,,
27421002004,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,2004,C-NR,115.0649351,25.7142857,4128,4.576496674,0.22,0.78,,,,,,,
27421002007,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,2007,C-NR,223.2467532,25.974026,5925,6.568736142,0.12,0.88,,,,,,,
27421002010,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,2010,C-NR,42.5974026,5.7142857,2081,2.307095344,0.13,0.87,,,,,,,
27421002013,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,2013,C-NR,24.8051948,2.5974026,2169,2.404656319,0.10,0.90,,,,,,,
27421002016,2742100,BAYFIELD,MIDDLE EAU CLAIRE L,902,2016,C-NR,18.0519481,5.974026,852,0.944567627,0.33,0.67,,,,,,,
27065001990,2706500,WASHBURN,MIDDLE MCKENZIE L,530,1990,C-ST,40.9756098,0.7317073,1110,2.094339623,0.02,0.98,,,,,,,
27065002003,2706500,WASHBURN,MIDDLE MCKENZIE L,530,2003,C-NR,0.2439024,0.2439024,587,1.10754717,1.00,0.00,,,,,,,
15424001992,1542400,ONEIDA,MINOCQUA L,1360,1992,NR,7.0157068,5.7068063,7638,5.616176471,0.81,0.19,,,,,,,
15424001998,1542400,ONEIDA,MINOCQUA L,1360,1998,NR,6.2827225,1.0655738,6276,4.614705882,0.17,0.83,,,,,,,
15424002009,1542400,ONEIDA,MINOCQUA L,1360,2009,C-NR,0.8900524,0.2094241,2764,2.032352941,0.24,0.76,,,,,,,
26929001988,2692900,WASHBURN,MINONG FL,1564,1988,NR,10,0,12797,8.182225064,0.00,1.00,,,,,,,
15956002009,1595600,ONEIDA,MUSKELLUNGE L,284,2009,NR,6.25,4.25,376,1.323943662,0.68,0.32,,,,,,,
23104001991,2310400,VILAS,N TURTLE L,369,1991,NR,63.4,51,3018,8.178861789,0.80,0.20,,,,,,,
16238001986,1623800,VILAS,N TWIN L,2788,1986,C-NR,11.4,7.4038462,5854,2.099713056,0.65,0.35,,,,,,,
16238001991,1623800,VILAS,N TWIN L,2788,1991,C-NR,185.6060606,11.9230769,6310,2.263271162,0.06,0.94,,,,,,,
16238001996,1623800,VILAS,N TWIN L,2788,1996,C-NR,1.2056738,1.0576923,11478,4.116929699,0.88,0.12,,,,,,,
16238001998,1623800,VILAS,N TWIN L,2788,1998,C-NR,297.9807692,45.0961538,4070,1.459827834,0.15,0.85,,,,,,,
16238002002,1623800,VILAS,N TWIN L,2788,2002,C-NR,118.1730769,55.4807692,4736,1.698708752,0.47,0.53,,,,,,,
16238002007,1623800,VILAS,N TWIN L,2788,2007,C-NR,30.2836879,12.4822695,8478,3.040889527,0.41,0.59,,,,,,,
27326002002,2732600,BAYFIELD,NAMEKAGON L,3227,2002,C-NR,4.2201835,4.0816327,16450,5.097613883,0.97,0.03,,,,,,,
27042001992,2704200,SAWYER,NELSON L,2503,1992,NR,1.6956522,0.1612903,36394,14.54015182,0.10,0.90,,,,,,,
27042001998,2704200,SAWYER,NELSON L,2503,1998,C-NR,3.0366492,0.2617801,11925,4.764282861,0.09,0.91,,,,,,,
3872002009,387200,LANGLADE,OTTER L,83,2009,NR,1.25,0.8333333,342,4.120481928,0.67,0.33,,,,,,,
29548001994,2954800,VILAS,OXBOW L,511,1994,NR,47.3134328,28.3703704,2320,4.540117417,0.60,0.40,,,,,,,
29548002008,2954800,VILAS,OXBOW L,511,2008,NR,16.4444444,9.7777778,2238,4.37964775,0.59,0.41,,,,,,,
29548002014,2954800,VILAS,OXBOW L,511,2014,NR,0.7407407,0.2962963,2646,5.178082192,0.40,0.60,,,,,,,
29629001992,2962900,VILAS,PALMER L,635,1992,C-,1.9402985,0.1492537,412,0.648818898,0.08,0.92,,,,,,,
23287001994,2328700,VILAS,PAPOOSE L,428,1994,NR,63.7878788,42.8787879,1306,3.051401869,0.67,0.33,,,,,,,
23287002004,2328700,VILAS,PAPOOSE L,428,2004,C-NR,69.3939394,7.1212121,1187,2.773364486,0.10,0.90,,,,,,,
23287002012,2328700,VILAS,PAPOOSE L,428,2012,C-NR,11.0606061,2.1212121,1031,2.408878505,0.19,0.81,,,,,,,
6537002000,653700,FLORENCE,PATTEN L,255,2000,NR,5.6410256,1.2820513,649,2.545098039,0.23,0.77,,,,,,,
6537002004,653700,FLORENCE,PATTEN L,255,2004,NR,114.6153847,16.6666667,584,2.290196078,0.15,0.85,,,,,,,
6537002011,653700,FLORENCE,PATTEN L,255,2011,NR,15.7894737,0.2564103,250,0.980392157,0.02,0.98,,,,,,,
