wbic,Area,Length,MaxDepth,MeanDepth
1158300,23752.06834,695.325248,NA,NA
1158400,21594.18735,571.99095,NA,NA
1158600,19434.6937,525.700818,NA,NA
1158810,14816.68784,493.722792,NA,NA
1158900,55244.09809,898.346071,4.8,NA
1159000,10203.61256,382.902496,NA,NA
1159100,13100.30405,415.261784,NA,NA
1159300,11373.41387,409.735326,NA,NA
1159400,14733.42583,452.537801,NA,NA
1159500,22026.44838,580.857818,NA,NA
1159600,74631.70186,1178.467132,3.6,NA
1159700,20368.56328,559.633202,NA,NA
1159800,14820.70694,458.081058,NA,NA
1159900,24512.47579,597.425183,NA,NA
1160000,16970.19794,610.556009,NA,NA
1160200,35272.58302,710.603495,NA,NA
1160300,12963.12109,461.939724,NA,NA
1160400,25154.74224,866.020111,NA,NA
1160500,14838.74281,486.043614,NA,NA
1160700,18199.06457,546.829105,NA,NA
1160900,23536.88346,634.410262,NA,NA
1161100,24117.83423,650.240458,NA,NA
1161200,13096.69603,459.429377,NA,NA
1161400,14442.32296,481.430044,NA,NA
1161500,14768.62941,491.262063,NA,NA
1161600,59466.22137,1171.581872,3.6,NA
1161700,21460.68116,635.003598,NA,NA
1161800,30804.66674,728.634012,NA,NA
1161900,24903.30017,602.074103,NA,NA
1162000,14035.2426,556.484262,NA,NA
1162100,13458.36864,554.071475,NA,NA
1162200,30399.56018,736.915262,NA,NA
1162300,21771.77142,572.11014,NA,NA
1162400,11743.86977,473.109469,NA,NA
1162500,20088.31011,602.816521,NA,NA
1162600,29141.29819,732.80243,NA,NA
1162700,17055.95593,755.838094,NA,NA
1162800,15578.06822,560.421263,NA,NA
1162900,11752.52655,402.501085,NA,NA
1163000,29824.85179,738.746422,NA,NA
1163100,42547.7578,799.527949,3.6,NA
1163200,10555.09554,447.509505,NA,NA
1163300,15049.93208,699.7334,NA,NA
1163400,99071.1558,1298.473,7.8,NA
1163500,16189.76335,533.679857,NA,NA
1163600,21437.40314,570.150973,NA,NA
1163900,18065.26668,1124.292541,NA,NA
1164100,14224.47646,464.604516,NA,NA
1164275,10461.72069,448.813537,NA,NA
1164400,17934.82442,494.056773,NA,NA
1164450,11533.39129,621.108772,NA,NA
1164475,14720.14084,484.988839,NA,NA
1164500,31347.55079,673.270295,NA,NA
1164600,15302.62709,494.788901,NA,NA
1164700,32558.7878,781.473493,NA,NA
1164900,14168.8251,719.911236,NA,NA
1165100,12832.24356,447.022109,NA,NA
1165500,15830.70958,558.075466,NA,NA
1165600,16782.24603,622.800829,NA,NA
1165700,16839.44318,504.374501,NA,NA
1165800,21819.58455,531.201416,NA,NA
1166035,16233.63122,585.411325,NA,NA
1166075,16425.91329,928.199784,NA,NA
1166100,16425.94539,810.808339,NA,NA
1166200,62726.62937,1960.811123,0.9,NA
1166500,12283.75316,419.832782,NA,NA
1166900,27031.78633,762.851362,NA,NA
1167000,36255.51269,1322.409416,NA,NA
1167100,45408.22568,1063.562458,NA,NA
1167600,40614.63832,900.307252,4.2,NA
1167800,15962.02904,487.325512,NA,NA
1167900,25665.46129,578.858113,NA,NA
1168100,16190.06337,528.922675,NA,NA
1168200,18473.31615,521.200339,NA,NA
1168300,10833.03911,398.69379,NA,NA
1168400,23119.65149,633.285511,NA,NA
1168500,14915.56793,575.164605,NA,NA
1168700,12027.92617,416.098603,NA,NA
1169000,18811.33898,543.498699,NA,NA
1169100,21535.22186,530.888224,NA,NA
1169300,22976.30247,1188.435195,NA,NA
1169500,19711.99381,971.820169,NA,NA
1169600,12731.72849,904.548633,NA,NA
1169700,15338.98281,625.084681,NA,NA
1170100,33198.19068,720.287631,NA,NA
1170200,11738.14156,473.931949,NA,NA
1170300,21013.59284,532.14985,NA,NA
1171300,13163.62337,762.302079,NA,NA
1171400,22223.76272,616.124974,NA,NA
1171500,21758.81171,556.869464,NA,NA
1171700,14135.32946,474.301957,NA,NA
1171900,16443.3081,661.915201,NA,NA
1172100,23499.14346,603.9283,NA,NA
1172200,33015.39354,1037.633394,4.5,NA
1172500,14084.74653,510.613455,NA,NA
1172700,19850.17953,573.646214,NA,NA
1172800,10787.68954,386.08321,NA,NA
1173000,11813.47686,549.684141,NA,NA
1173100,52525.49477,896.423606,3.6,NA
1173300,15785.96451,536.247012,NA,NA
1173500,30556.07597,636.371311,NA,NA
1173600,14441.95065,629.574168,NA,NA
1173900,13223.38777,534.262301,NA,NA
1174200,17686.8601,911.379,NA,NA
1176200,42080.42025,911.416157,7.5,NA
1176300,48745.20021,925.8372,6.6,NA
1176400,393803.7568,3257.033331,9.9,NA
1176500,136127.3783,2138.482213,4.8,NA
1176600,53703.02062,1850.370431,5.7,NA
1176700,155567.6647,1494.641135,9,2.4
1176800,39320.00878,1206.588619,3.3,NA
1177200,222536.2929,2625.566992,1.8,NA
1177300,38100.77382,725.96344,4.8,NA
1177400,113552.057,1478.030007,4.5,NA
1177500,113181.6931,1672.549408,12,NA
1177600,181182.2322,1844.342767,8.1,2.7
1177700,36632.26089,729.007929,NA,NA
1177900,181709.0118,1930.371549,NA,NA
1178000,344086.2276,3826.433432,7.5,NA
1178100,39151.42155,810.149652,NA,NA
1178200,128510.5708,1489.001468,5.7,NA
1178300,91798.57687,1242.865447,5.4,NA
1178400,26347.80214,629.537606,NA,NA
1178500,67987.31273,1128.190745,14.1,NA
1178600,109949.3133,1315.006122,3.6,NA
1178700,44314.66943,1017.755573,6,NA
1178800,67901.32851,1229.335201,5.4,NA
1178900,337134.829,5229.937613,10.2,NA
1179000,171123.4553,1982.699506,11.1,4.2
1179100,124563.9521,1395.043037,4.2,NA
1179200,13682.0248,440.57846,NA,NA
1179300,53671.92682,852.246457,7.2,NA
1179400,281846.9317,2556.167332,6,NA
1179500,251198.2042,2802.121588,7.2,NA
1179600,373128.0427,2971.276903,21.3,NA
1179700,45929.21991,2318.245873,NA,NA
1179800,108028.7406,1513.939683,11.4,NA
1182600,13400.43454,926.486048,NA,NA
1184700,56064.95028,1784.459595,0.6,NA
1185400,56105.18138,1075.835082,NA,NA
1186630,24372.93061,1001.330093,NA,NA
1186855,11280.30065,653.044086,NA,NA
1190100,48752.77895,1132.158478,NA,NA
1190300,37518.5962,931.371712,3,NA
1191100,17067.82477,572.69368,NA,NA
1191600,209761.1529,3080.551154,5.4,NA
1192500,17756.99338,1020.094064,NA,NA
1201500,96181.95362,1598.117714,NA,NA
1204600,89099.05356,1955.495296,0.9,NA
1205000,87912.24235,3130.931965,3.6,NA
1205400,335963.6576,8869.800654,NA,NA
1206800,157997.7928,3540.585187,1.8,NA
1206900,53288.00936,1466.826811,2.4,NA
1207400,10956.31441,451.177384,NA,NA
1210500,34458.33961,1848.464425,NA,NA
1214500,295555.7697,7634.860216,1.5,NA
1214600,69284.23737,2936.224506,1.8,NA
1214700,218415.765,7048.235146,2.4,NA
1214800,42491.29833,2568.661575,NA,NA
1214900,97907.74071,5806.831671,NA,NA
1215100,13718.63698,1142.368408,NA,NA
1215400,28764.24237,1463.5572,NA,NA
1216100,237857.2253,4516.918068,1.5,NA
1219200,16912.87268,773.097892,NA,NA
1219400,93230.22138,3416.282731,1.5,NA
1219500,12093.2434,1091.98395,NA,NA
1220400,34256.41789,1646.427812,1.8,NA
1236900,77355.28247,2042.930456,1.8,NA
1239400,859957.2916,9113.140809,12,NA
1241200,27405.6131,1710.576714,NA,NA
1241600,67598.9184,3360.300587,3.3,NA
1242400,50808.66528,2204.990136,8.4,NA
1245800,550046.3248,8647.952497,9.6,3.3
1246300,38400.49192,1284.357213,6.9,2.7
1246500,329773.0919,5217.277332,9,NA
1247200,22541.14784,1039.056292,NA,NA
1248000,22370.68108,1439.106426,NA,NA
1249000,259641.4304,2093.963674,1.8,1.5
1249050,62424.73567,1562.549525,NA,NA
1249800,12226.78089,573.751512,NA,NA
1252300,23438.97891,812.228214,NA,NA
1252500,20177.99431,1264.203284,3,NA
1252600,59912.57175,2969.254228,3.6,NA
1252700,40325.94214,1855.395953,NA,NA
1253600,15669.9878,848.332468,NA,NA
1256500,90501.28786,4220.274932,2.4,0.9
1258100,374385.068,3599.308992,4.8,NA
1258300,46218.27168,972.485939,NA,NA
1259600,14868.69251,500.825293,NA,NA
1260200,14021.10757,456.872194,NA,NA
1260600,29126266.02,90008.49119,7.2,NA
1261000,37072.64763,799.207088,NA,NA
1262100,16744.45635,530.84133,NA,NA
1262800,24477.10164,750.941361,NA,NA
1263100,16015.5593,482.157081,NA,NA
1265100,243489.8793,7517.98814,NA,NA
1265700,58119.50323,1628.326046,NA,NA
1266000,16983.77674,522.965593,NA,NA
1266100,3307548.246,24852.34209,NA,NA
1266800,169769.9625,2604.425223,2.1,NA
1267000,25484.09733,595.766835,NA,NA
1267200,10438.61748,466.289749,NA,NA
1267400,388449.6989,6250.688809,3.6,0.9
1269100,95403.09656,1550.509789,2.1,1.2
1269500,70863.24712,1456.944333,1.8,NA
1270100,84708.65294,1860.70612,NA,NA
1270600,29770.02654,892.114312,NA,NA
1271000,45807.62218,1128.488491,NA,NA
1271900,16575.32202,597.273038,NA,NA
1274900,11309.92585,480.268283,NA,NA
1275500,210472.5019,3685.670571,3,0.9
1275700,29462.8706,921.232158,NA,NA
1278700,118181.4114,2888.49738,4.5,1.68
1280400,2446509.61,27959.68165,10.8,4.2
1281800,17857.17569,837.911613,NA,NA
1282400,20034.63722,762.518885,NA,NA
1283700,214070.2659,7147.975697,3.3,NA
1285400,15840.22687,643.573902,NA,NA
1285800,100273.086,3632.869293,1.8,NA
1286100,90413.7036,3064.193187,3.6,NA
1286500,548708.306,9276.737017,12,NA
1289700,175151.6268,2804.317998,3.6,NA
1293000,43186.654,1898.069239,NA,NA
1294900,115536.5709,2341.289556,1.2,NA
1295400,1008637.563,8886.169784,4.8,2.4
1295800,132563.5973,2719.102184,4.8,2.4
1296000,235479.5526,3035.778842,5.7,2.4
1296300,11101.799,780.456,NA,NA
1297000,45009.50028,1330.870849,NA,NA
1298400,50075.85735,1489.440546,2.4,NA
1299000,26058.04526,1162.139994,NA,NA
1300000,36595.71161,1794.793996,3,NA
1300400,72071.45677,1699.127263,NA,NA
1300600,28929.35737,1371.856687,NA,NA
1301300,69870.905,1901.440362,NA,NA
1301600,27308.92432,1072.282393,NA,NA
1302300,79817.52555,3089.273277,NA,NA
1302600,12939.82681,537.749237,NA,NA
1304600,1192336.065,19264.4737,4.5,1.65
1306000,493729.1468,12576.47617,3,NA
1313000,42393.24775,979.379152,NA,NA
1313100,58274.46233,1394.673338,4.2,NA
1313500,313928.4673,3189.826113,NA,NA
1313700,99267.44533,1499.906491,NA,NA
1313900,2189143.843,9435.062057,1.2,NA
1314500,83821.24503,2354.92594,1.5,NA
1314700,530037.5775,9046.00121,0.9,NA
1315000,1418021.778,18155.30576,3.6,1.2
1315500,42694.75802,1651.59144,NA,NA
1316300,348937.4025,2923.226158,NA,NA
1316500,169868.2175,1886.216243,NA,NA
1316700,229505.5875,2459.051452,NA,NA
1317100,562507.5834,4266.804146,1.5,NA
1317300,383196.1962,3613.072798,3,NA
1317800,415873.3896,5805.119703,NA,NA
1318000,436189.2361,5863.228671,2.4,NA
1318500,248912.3631,2234.61607,NA,NA
1318700,1353181.435,5543.98105,NA,NA
1319100,108861.1775,2570.677914,NA,NA
1319300,87897.7683,2420.004848,NA,NA
1319600,53594.45371,1293.409051,NA,NA
1319800,84425.02432,3755.207024,NA,NA
1319830,41239.0794,1204.705632,1.2,NA
1319900,15488.43492,1646.456182,NA,NA
1320200,147960.9319,7734.095501,NA,NA
1320700,22177.6719,703.316596,NA,NA
1321000,50969.8539,2073.062601,NA,NA
1321300,45196.2208,1648.68987,NA,NA
1321500,105510.5372,1934.560104,NA,NA
1321700,145849.806,1886.464247,NA,NA
1321900,120458.6646,1428.825618,NA,NA
1322100,930744.3458,8918.951853,1.2,NA
1322400,1767369.1,58219.30874,2.4,NA
1323000,225180.0996,6757.942518,1.2,NA
1324300,39687.44059,2719.423411,NA,NA
1324500,628908.5597,6409.294406,2.1,NA
1324700,71171.70147,1429.348454,1.5,NA
1324900,143096.6651,1952.131837,NA,NA
1325200,490358.0615,5001.196671,NA,NA
1325400,263082.0428,3068.883145,NA,NA
1325800,567292.8198,9258.311415,NA,NA
1326400,310912.6052,4516.638498,NA,NA
1326600,2077821.364,14152.67443,2.4,0.9
1326900,129691.9842,1757.452414,NA,NA
1327100,150533.7286,3255.13957,3.3,NA
1327700,469838.1907,4156.417849,NA,NA
1327900,162459.4901,2046.339903,2.4,NA
1328300,39199.99506,856.930734,NA,NA
1329000,28057.06026,1432.452816,NA,NA
1329200,200477.0546,2870.264378,2.4,NA
1329600,275060.6057,2816.933502,NA,NA
1329800,750654.9845,5141.758577,NA,NA
1330000,108312.2741,1748.880306,NA,NA
1330200,1274039.94,8024.019138,2.7,NA
1330600,21627.33376,698.969034,NA,NA
1330700,33851.36907,950.777876,NA,NA
1331000,59763.92037,1433.592029,NA,NA
1331300,78310.13041,1853.784085,NA,NA
1331600,73174.13756,1173.764929,NA,NA
1332000,63517.15895,1352.057994,NA,NA
1332200,258370.7895,3752.120067,3,NA
1332400,108800.0065,1909.922682,NA,NA
1332700,208484.6462,3156.72468,3.6,1.8
1332900,103161.5667,1948.627856,NA,NA
1333200,88790.73515,1913.914801,NA,NA
1333500,270992.9425,2995.107708,2.1,NA
1333535,18467.73808,1054.990982,NA,NA
1333700,224447.7617,3559.759822,2.1,NA
1333900,475522.9333,5166.294913,3.9,NA
1334100,430848.0756,4316.317004,NA,NA
1334300,91049.68132,1338.635015,NA,NA
1334500,17830.68528,807.918353,NA,NA
1334700,241998.6806,4127.267942,NA,NA
1335100,26942.41782,868.424615,NA,NA
1335300,65871.54599,1610.016633,NA,NA
1335500,808770.855,6734.474779,2.4,NA
1335700,97340.33233,1617.80678,NA,NA
1335900,101720.4231,2425.074864,NA,NA
1336200,955062.4603,7802.778932,2.1,NA
1336500,56392.74199,1131.604812,NA,NA
1336700,213654.1302,2213.71323,NA,NA
1336900,601276.4662,7620.574591,1.5,NA
1337200,127115.9598,1592.778807,NA,NA
1337400,43048.83879,2163.832535,NA,NA
1337600,346538.7419,3257.191629,NA,NA
1337800,294599.585,2778.982407,3,NA
1338000,147112.1695,1767.389197,NA,NA
1338200,324666.8873,5284.2412,1.5,NA
1339100,163982.0493,2614.054425,NA,NA
1339300,87702.03559,1801.665374,NA,NA
1339500,441882.9624,5973.213072,NA,NA
1339800,193865.4759,2103.124135,NA,NA
1340200,617062.2847,5477.894589,0,NA
1340400,55233.36381,1033.947935,NA,NA
1340600,46060.60206,908.162364,NA,NA
1340800,924176.3561,6993.469429,0,NA
1341400,58689.45079,1023.749082,2.7,NA
1341500,73928.58826,1054.699487,3.3,NA
1342100,993481.8664,7185.258843,5.7,1.2
1343100,443487.5517,5224.826734,NA,NA
1343600,131981.7377,4265.726346,3,1.5
1345700,52532512.45,196818.2354,10.8,NA
1346700,237367.816,9989.298383,0.6,NA
1346900,1755208.717,33661.28507,0,NA
1347300,77670.37603,5761.566567,0.6,NA
1347600,24902.07465,1082.6933,2.1,NA
1348600,3276105.155,100490.0641,2.7,NA
1349700,502391.3268,10513.52776,0,NA
1350200,125191.5769,5517.075015,0.6,NA
1350500,27940.40175,980.306693,2.4,NA
1350800,54410.422,2264.165525,0.6,NA
1351300,59760.10502,1868.740666,NA,NA
1351600,34450.09824,1890.124746,NA,NA
1352000,484845.1855,8269.97023,4.8,1.8
1353300,2248010.496,44619.83905,4.2,NA
1354100,14507.05317,979.403067,NA,NA
1354300,765875.1427,22453.94192,NA,NA
1356400,987230.226,5606.034389,NA,NA
1356600,1575810.704,14517.84274,NA,NA
1357100,44883.60281,849.205273,NA,NA
1357300,77715.78345,1287.638581,NA,NA
1357600,122810.5242,1438.089417,NA,NA
1358100,147543.7735,2631.512666,NA,NA
1360000,40300.4564,949.841189,NA,NA
1360200,541220.446,5871.009662,1.2,NA
1360400,972321.2107,16960.29866,NA,NA
1360700,362451.2945,2556.416005,NA,NA
1361900,146554.5132,3239.918697,NA,NA
1362200,99249.32071,2960.102985,0.6,NA
1362400,148406.0405,3744.774748,NA,NA
1363400,181923.1256,5773.638376,NA,NA
1364500,305643.1484,5694.574215,NA,NA
1364700,32255.17667,1620.204638,NA,NA
1364900,130797.6579,3055.925612,NA,NA
1365100,215438.7117,7506.811856,NA,NA
1365300,128459.0289,3131.536873,NA,NA
1365600,103905.3946,3894.306072,NA,NA
1365900,136976.4991,1642.149301,NA,NA
1366100,467695.1192,6926.119013,2.1,NA
1366700,118515.9911,2568.013424,NA,NA
1368400,99679.61766,2668.072086,NA,NA
1368600,105845.5998,3057.249845,NA,NA
1368800,301677.8157,4609.578728,NA,NA
1369100,18264.02946,755.823004,NA,NA
1369200,25997.16261,2289.829303,NA,NA
1369900,1157269.959,22440.58952,5.1,1.8
1371900,21778.73937,859.542274,NA,NA
1374300,163990.7244,2918.63835,1.8,NA
1374600,18020.38188,1114.610352,NA,NA
1374650,82793.28327,1333.421713,NA,NA
1374800,876191.0293,11044.81703,6,2.7
1376400,617712.0243,11292.1029,NA,NA
1376600,23426.3713,1412.660038,NA,NA
1376700,17769.35821,1160.609308,NA,NA
1376800,14219.57673,689.580503,NA,NA
1377100,93779451.52,185975.3317,13.2,NA
1377400,189917.9861,5646.854127,NA,NA
1377700,1194281.258,11133.45709,9,NA
1377900,868899.7223,13521.7822,8.1,3
1378100,1555201.136,23045.40787,7.2,2.7
1382900,212442.6128,5090.477692,1.5,NA
1386700,15108.70705,532.875391,NA,NA
1386800,24028.22538,1163.044571,NA,NA
1387200,45637.21983,1907.84301,NA,NA
1387400,36887.02251,1886.454303,NA,NA
1387700,33785.5458,921.621289,NA,NA
1388800,102204.1655,2285.741491,NA,NA
1389100,43665.56532,1741.311584,NA,NA
1389500,105985.997,2533.525994,NA,NA
1389800,1924058.192,20518.47162,8.7,3
1391200,567205.2117,8534.038219,6,2.4
1396200,1122354.767,15346.05086,6.6,NA
1396900,8354461.519,73892.59587,6.9,NA
1397100,28460.62872,1784.617198,NA,NA
1397700,15357.4866,738.235281,NA,NA
1398100,47201.55794,1714.064139,NA,NA
1398300,251920.2233,6941.531354,NA,NA
1399100,65170.27702,3106.066406,9,NA
1399900,10153.64343,492.930126,NA,NA
1400700,26210.15223,648.87589,NA,NA
1400900,56751.61743,970.783822,NA,NA
1402300,56472.45813,1956.683228,3.6,NA
1403200,964867.6043,17894.78081,4.5,1.5
1403600,338045.883,3741.46042,3,1.2
1403800,217318.5286,5226.332502,2.4,0.9
1404500,335352.9469,6997.663606,1.5,0.6
1405200,716035.972,3287.242559,3.9,1.5
1405900,58148.86374,3428.594464,3,NA
1406300,824294.2827,4036.069449,10.2,3.9
1406500,102929.6604,2458.543292,4.2,NA
1406700,19064.77201,672.597487,NA,NA
1407000,170235.2242,1671.464795,6.6,NA
1408600,10995.32183,878.943313,NA,NA
1408800,88336.29429,1422.089455,3,NA
1409400,10071263.71,135430.6361,7.5,NA
1410300,52869.67614,1173.70613,1.2,NA
1410400,187597.4711,2745.214399,1.8,NA
1410500,67998.58811,2526.17178,NA,NA
1410900,34015.46002,1118.107282,NA,NA
1411200,12773.52619,753.439397,NA,NA
1411300,42753.85764,2391.215879,1.8,NA
1411500,22136.495,1548.99532,NA,NA
1411800,27003.14586,1533.254987,NA,NA
1411900,26262.83188,1919.802754,NA,NA
1412200,18397923.89,103805.3282,9,NA
1412700,1588836.939,37327.85316,NA,NA
1413600,612309.4655,12983.31631,2.4,NA
1414800,1598126.207,12224.67669,3,NA
1415100,499728.787,4439.851729,2.7,NA
1415400,1802571.479,14535.12108,3.6,NA
1415900,506335.9539,8853.732615,2.1,NA
1416200,1377363.371,10328.08946,2.1,NA
1417600,1498673.663,6587.324062,3.9,NA
1417800,96092.38688,1325.362803,2.7,NA
1418100,63190.46637,5840.184171,3,NA
1418400,184363.1886,2892.283006,1.5,NA
1418700,709142.192,6471.451215,1.5,NA
1419000,34710.54208,1778.47487,0.9,NA
1419300,164179.7567,3063.362332,3,NA
1419600,84005.2051,3220.820979,2.4,NA
1420100,344854.3036,3840.67028,2.7,NA
1421600,66874.83249,3790.181331,2.1,NA
1422100,437064.0635,5907.40844,2.4,NA
1422400,369908.2826,7076.990137,3.6,NA
1422800,20839.66424,1276.288143,1.5,NA
1427400,25688755.26,109583.3708,13.8,4.8
1428600,288116.4715,5127.524386,NA,NA
1431100,147689.4474,2389.064317,NA,NA
1434900,2897334.951,53699.56385,5.4,NA
1435800,881082.7918,15932.04534,NA,NA
1437500,7490795.283,94391.99112,9,2.1
1437800,303790.9083,4504.127425,3,1.2
1439300,25942.4815,987.422898,7.2,NA
1440050,12023.9835,521.183855,NA,NA
1441100,120393.1728,4751.808629,2.1,NA
1441900,11379.52431,711.359146,NA,NA
1442600,18532.8149,722.883342,NA,NA
1443900,12686.34747,937.13648,NA,NA
1444400,49683.84994,1576.661966,2.7,NA
1444600,105246.7293,2154.820743,5.4,NA
1444700,53468.34286,931.68688,3.6,NA
1444900,53523.76387,877.416708,5.4,NA
1445100,287336.8211,4118.17673,6.9,3
1445200,26994.82862,761.061298,NA,NA
1445400,99564.31169,2453.10048,4.5,2.4
1445500,987643.3483,10135.37875,8.1,3.3
1445600,1129769.417,5178.066784,7.8,NA
1447100,21467.79122,1040.958117,NA,NA
1447200,224953.9247,4660.050539,9.6,NA
1447400,118516.3366,2032.204742,6.6,NA
1447500,55637.35405,1267.840353,2.7,NA
1447900,23076.86908,617.636161,NA,NA
1448000,35841.4015,822.753662,NA,NA
1448100,17613.69938,521.653582,NA,NA
1448300,32127.75998,887.087996,NA,NA
1448400,92021.29585,1742.03936,9.3,NA
1448600,45660.77781,1047.747462,8.7,NA
1448800,98649.55109,2699.639154,1.8,NA
1450600,33531.60004,717.33996,NA,NA
1450700,23290.67689,587.501717,NA,NA
1450800,74855.38982,1771.144837,3,NA
1451100,54477.32343,1321.607678,5.1,NA
1451600,44183.32784,1353.92514,5.4,NA
1451700,406488.4729,4402.875539,6.6,NA
1459700,19765.05344,876.751524,NA,NA
1460100,39460.08185,1944.598294,NA,NA
1465200,31061.968,822.579277,NA,NA
1466200,44874.56345,955.410208,NA,NA
1466300,45123.63666,1156.605592,NA,NA
1466600,53233.72921,1525.317298,NA,NA
1467000,39793.35584,1405.980832,NA,NA
1467100,251900.2448,2240.113863,9.9,3.6
1467800,180870.1134,2019.180287,12.3,3.9
1468100,57072.12009,1010.471641,2.4,NA
1468300,16812.8964,488.33325,NA,NA
1468400,21819.95122,708.361292,NA,NA
1468800,15542.49415,490.533162,NA,NA
1468900,181568.4036,3073.396314,11.1,4.8
1469100,1218504.906,5426.781576,2.7,1.8
1469400,27742.30602,964.945638,NA,NA
1473600,33834.43524,863.427774,NA,NA
1473800,51970.18865,1000.487303,NA,NA
1474000,17093.93289,577.057318,NA,NA
1474200,11991.32996,631.833475,NA,NA
1478300,51924.45155,1042.477998,NA,NA
1481600,596103.0222,3802.398613,3.3,1.8
1482400,612899.4165,4490.048531,6.3,NA
1482900,40393.42957,863.180778,15,NA
1483100,14824.56184,487.802576,NA,NA
1483200,45776.09856,816.873195,12,4.5
1483700,10749.1699,802.998913,NA,NA
1483900,244967.9244,5316.819386,12,NA
1485400,10525.07752,478.085715,NA,NA
1485500,46994.54267,1332.940191,NA,NA
1486400,19093.54838,1006.472049,NA,NA
1487800,142292.0014,1891.48551,7.2,3
1488400,223679.7792,2176.450553,3,NA
1489500,28000.16985,644.215683,NA,NA
1490000,43974.69747,1029.391792,3.6,NA
1490100,20004.46928,599.775694,NA,NA
1490200,38204.67138,1064.534837,NA,NA
1490300,545665.6793,6441.290362,9.3,4.2
1490800,12226.67618,429.937173,NA,NA
1491000,130309.1997,1784.452634,5.7,NA
1491400,163062.4763,2635.396062,5.4,NA
1491600,23211.15147,667.317305,NA,NA
1491900,81444.64345,2827.531655,1.8,NA
1492500,22006.15492,570.967943,NA,NA
1493500,48933.92717,1011.718762,4.2,NA
1493600,117305.4147,1849.166469,3.6,NA
1493700,193502.3163,2654.899161,1.8,NA
1495500,347804.4984,5109.170878,NA,NA
1496600,42983.42429,884.150644,NA,NA
1498600,96550.11176,1779.889302,NA,NA
1499200,133432.3,2226.324633,NA,NA
1499500,22482.13779,718.338847,NA,NA
1499900,30667.11935,981.002753,NA,NA
1500400,67551.31962,1274.732823,NA,NA
1500900,184073.4395,2401.533495,NA,NA
1501900,44907.95966,958.830834,NA,NA
1502400,743200.5101,8770.96554,9.6,NA
1503000,840470.3966,7433.873359,6.6,NA
1504200,41357.47751,947.287458,NA,NA
1504600,269585.9511,2699.375942,1.5,NA
1505200,36647.5636,919.289193,3.9,NA
1505900,167513.2795,1738.185519,9.9,NA
1506000,220935.1026,2421.252746,6.9,NA
1506200,319506.238,3165.452712,10.5,NA
1506400,79209.61179,1134.607315,4.8,NA
1506800,4937015.156,49426.02234,6.6,3.6
1507500,51839.12958,932.413134,NA,NA
1507700,46900.76606,1024.334265,NA,NA
1509700,29417.1491,841.714751,NA,NA
1510900,39859.86181,1251.163081,7.2,NA
1511000,89482.30788,1837.531541,NA,NA
1511300,13754.42821,420.556812,NA,NA
1511400,39124.27684,840.024709,13.2,NA
1512300,25029.83665,723.302293,NA,NA
1513000,553595.3715,5081.002648,2.7,1.8
1513300,19535.76344,655.76666,NA,NA
1513700,96895.90644,1969.441243,4.2,NA
1513800,351392.7112,4930.164259,4.8,2.4
1513900,736205.4396,5149.652871,4.2,2.4
1514200,159574.2965,2659.372486,NA,NA
1514700,82539.01956,1800.33206,6.3,NA
1515000,13561.20416,724.808946,NA,NA
1515100,52015.09826,1020.096611,7.8,NA
1515200,907923.7067,8865.58068,6.6,3.6
1515400,6104029.053,42008.94929,7.5,2.7
1516000,1711159.801,23382.81222,6,1.2
1516400,3090403.366,33698.74912,7.8,2.4
1516500,9203717.249,62685.02319,9.9,3.3
1516700,227722.4364,6461.453325,NA,NA
1516800,1695174.3,19860.89709,4.5,2.4
1517200,955081.0757,6303.689752,16.2,NA
1517300,129561.5475,1692.464134,2.7,NA
1517400,124902.3991,1553.080707,2.1,NA
1517500,179307.5756,2023.840462,1.5,NA
1517900,1046654.511,13712.73724,6.6,NA
1518200,1032592.262,6904.822564,10.2,NA
1518700,255315.9026,2401.379329,2.1,NA
1518800,26825.02003,1932.369406,NA,NA
1519000,38992.10833,752.189262,4.5,NA
1519400,28573.19382,753.483913,2.1,NA
1519600,605882.5446,4969.599634,15.9,7.2
1520100,10776.20599,665.081786,NA,NA
1520900,1184845.884,20531.28774,2.4,NA
1521700,12812.4103,1085.390664,3.3,NA
1522400,1186928.481,5659.912949,2.4,NA
1522900,587880.0084,4866.849553,7.8,NA
1523000,774838.5906,5497.431871,7.8,NA
1523500,744958.2717,7265.778009,8.1,2.4
1523600,1629661.24,9803.853682,7.8,3.6
1523800,799297.0698,6491.976898,7.2,NA
1523900,151972.6014,2038.312437,0.3,NA
1524200,36818.79353,1038.313712,12.6,NA
1524300,184833.4319,2278.968913,12.6,NA
1525500,669596.9292,14524.09497,3.3,NA
1526200,327683.3351,2455.555565,2.7,NA
1526600,456445.1934,3883.811323,2.4,1.5
1527300,66896.95932,3461.075449,5.1,NA
1527800,1194639.843,7202.748753,6,2.4
1528100,13356.91805,739.278646,NA,NA
1528300,17066320.46,159633.8254,9,3
1528700,548934.1868,4788.111262,3.6,NA
1529500,1657685.838,6438.079512,1.8,NA
1529900,39811.53491,748.150195,3.3,NA
1530100,113121.0306,2414.545998,2.7,NA
1530200,172160.2002,2353.804281,5.7,NA
1530400,11916.0823,1586.609363,NA,NA
1532500,103993.1489,1442.349246,0.9,NA
1532700,62256.49754,3026.872472,NA,NA
1533200,517836.6879,3182.814887,2.1,NA
1534100,33545.23894,2489.949959,NA,NA
