wbic,Area,Length,MaxDepth,MeanDepth
2460700,618380.5487,4812.655259,6.9,4.2
2460800,10924.74683,594.000879,NA,NA
2460900,428629.1105,3655.981265,3.3,1.8
2461000,104052.6746,1666.194954,2.1,NA
2461100,3945437.977,7829.488104,7.2,4.2
2461200,462148.4414,5049.687813,4.5,NA
2461300,56714.29699,1126.133547,4.8,2.1
2461400,183147.4566,2767.912277,1.8,1.2
2461500,247436.0115,2282.588076,2.1,1.5
2461600,175879.3296,2433.76539,1.2,NA
2461700,283994.6157,3402.680616,7.5,2.4
2461800,22589.48004,561.629928,NA,NA
2461900,81139.75025,1609.986213,NA,NA
2462000,130976.3267,2143.034965,1.8,NA
2462100,43474.09474,1024.859422,3.3,NA
2462200,128684.0214,1559.093238,6.6,3
2462300,398827.3684,2399.682809,NA,NA
2462400,468834.6755,3630.821189,1.5,1.2
2462500,110182.5452,1389.396705,3.6,1.8
2462600,92823.76594,1312.024693,0.9,2.55
2462700,70379.25045,1119.349397,2.4,NA
2462800,335142.2427,3357.749741,1.8,NA
2462900,87488.10903,1551.278113,2.7,NA
2463000,46826.75823,1398.188846,1.5,NA
2463100,947116.3668,9800.028366,2.4,1.2
2463200,154419.09,2104.616813,4.5,NA
2463300,479099.5461,3022.388333,5.4,3.9
2463400,38981.50434,809.207513,NA,NA
2463500,651293.8745,4035.5707,1.8,1.2
2463600,48034.67807,1290.824622,1.8,NA
2463700,33188.68846,815.562136,NA,NA
2463800,63233.44685,923.09638,2.4,NA
2463900,56033.93164,1331.860537,2.4,NA
2464000,116929.8651,1673.130442,4.2,NA
2464100,79134.86175,1329.813752,2.4,NA
2464200,59663.22847,1305.871626,2.1,NA
2464300,64475.37014,1004.519476,10.8,NA
2464400,336576.2129,3848.744108,2.1,1.2
2464500,1335871.08,6971.807187,8.7,3
2464600,32750.66395,695.848174,NA,NA
2464700,264514.5893,3165.094545,1.8,0.9
2464800,28815.81315,781.34793,NA,NA
2464900,222108.3224,4199.772381,2.4,NA
2465000,142455.6339,3527.292114,6,NA
2465100,36127.05929,890.399312,5.4,NA
2465200,349065.8315,2790.827196,6.6,2.1
2465300,115972.1585,1670.558643,0.6,NA
2465400,16755.80673,496.233773,NA,NA
2465500,109446.8732,2015.985217,4.5,NA
2465600,513867.3493,3487.538111,2.4,1.8
2465700,201354.2816,2710.164663,15,4.8
2465800,169970.6268,1561.307542,3.6,NA
2465900,58126.52785,951.025373,4.2,NA
2466000,23904.79828,683.71973,NA,NA
2466100,50498.60177,1071.764035,2.1,NA
2466200,66185.60207,2306.639143,2.1,NA
2466300,204510.2515,1999.751839,12.3,2.4
2466400,234764.1676,3804.76017,3.3,1.5
2466500,255994.6863,2870.866957,1.8,0.9
2466600,157707.7158,2047.840559,1.5,NA
2466700,33042.91787,1654.735803,NA,NA
2466800,78607.13664,2123.448792,NA,NA
2466900,103608.7041,1374.463467,1.2,NA
2467000,66325.42979,1559.586141,1.8,NA
2467100,116475.1221,1657.974868,9,NA
2467200,1015515.718,8629.852409,1.8,1.2
2467300,38922.88219,942.432018,NA,NA
2467400,131831.7748,1762.631912,12.9,NA
2467500,157230.6203,2926.141623,3,NA
2467600,18258.68759,496.676954,NA,NA
2467700,1267818.287,9066.843828,8.7,2.7
2467800,58566.34503,1388.811271,22.2,7.5
2467900,313411.2864,3215.745256,14.1,6
2468000,55781.511,1221.383391,5.4,NA
2468100,57126.95756,1706.454145,4.5,NA
2468200,349913.6358,5202.468421,NA,NA
2468300,106929.5997,1406.579696,7.5,NA
2468400,43078.95726,942.975577,1.8,NA
2468500,17966.56503,887.986983,NA,NA
2468600,76635.22884,1482.3721,1.5,NA
2468700,233308.0623,2015.67139,3.6,NA
2468800,131819.7818,1684.835471,1.5,0.9
2468900,253410.9316,3421.605877,10.8,4.8
2469000,124937.0407,1762.253679,4.5,NA
2469100,80624.97809,1555.591882,1.8,NA
2469200,57320.53622,1041.860618,0.9,NA
2469300,62261.27204,1238.352592,12.6,3.6
2469400,241155.66,2631.857314,6.9,3
2469500,52511.75356,1480.191172,1.8,NA
2469600,17511.64942,475.32601,NA,NA
2469700,57982.07248,911.147209,5.1,NA
2469800,458959.276,4079.751135,5.7,3
2469900,66372.95951,1321.073836,8.7,NA
2470000,717905.148,6102.283075,6.3,2.1
2470100,135761.9293,2355.067671,2.4,NA
2470200,78915.46351,1205.164819,3.3,NA
2470300,76726.77982,1498.256071,6.6,3.6
2470400,232807.4831,3608.882312,NA,NA
2470500,72232.68885,2043.786125,NA,NA
2470600,1019653.773,5540.821971,13.2,4.2
2470700,111365.0477,1974.040603,16.8,NA
2470800,255160.2917,2962.848204,15.3,6
2470900,181981.6182,2304.178163,5.1,2.4
2471000,62661.20388,1078.507417,3.6,NA
2471100,257429.4255,3440.1479,1.5,0.9
2471200,109474.4891,3574.547486,NA,NA
2471300,81144.23878,1737.715906,NA,NA
2471400,112113.3197,1699.287019,5.7,NA
2471500,73181.33449,2259.921004,2.7,NA
2471600,1614208.464,8512.842204,6.9,1.8
2471700,129719.0028,2120.487824,2.1,NA
2471800,59225.64621,1019.952568,0.9,NA
2471900,73476.21072,1131.564022,3.6,NA
2472000,228542.0462,1786.626962,5.1,3.6
2472100,24775.33821,589.422931,NA,NA
2472200,94238.63734,1461.086155,1.8,NA
2472300,216057.9836,3159.598472,4.2,NA
2472400,72115.09326,1345.630719,NA,NA
2472500,39379.24489,870.278465,8.1,NA
2472600,29739.87268,893.224221,NA,NA
2472700,157014.9096,2460.518422,2.1,NA
2472800,47008.276,1156.168408,1.5,NA
2472900,34852.77038,968.280915,5.1,NA
2473000,50831.36873,1089.622096,4.8,NA
2473100,19339.84544,976.83593,NA,NA
2473200,193865.2848,2481.930046,2.1,NA
2473300,139302.0046,1520.976308,5.4,1.8
2473400,130278.2001,2439.371935,3,NA
2473500,598235.9442,4212.582552,5.4,3.6
2473600,290114.6332,3580.582329,7.5,NA
2473700,76943.15967,1539.474915,5.1,NA
2473800,131214.5939,1566.818177,2.4,1.2
2473900,39731.61288,854.883581,0.9,NA
2474000,42931.6306,1021.036727,1.5,NA
2474100,306443.2546,2992.338123,1.2,NA
2474200,94509.85117,1129.741929,2.4,NA
2474300,120272.3956,1868.494089,3.6,NA
2474400,101931.2939,1850.936293,9.6,3.9
2474500,31141.28743,829.371169,NA,NA
2474600,116868.7656,1877.323105,NA,NA
2474700,18934.07593,648.713601,NA,NA
2474800,581090.1025,7300.822872,15.9,4.5
2475000,287683.2317,2626.526647,7.8,3.6
2475100,31069.12761,971.352283,1.5,NA
2475200,68187.43147,1444.199001,11.1,NA
2475300,762839.8256,4988.846889,6.3,1.5
2475400,160535.1022,1821.256664,5.7,NA
2475500,102021.9378,1454.633056,16.8,NA
2475600,35004.08408,779.725836,3.6,NA
2475700,102079.7647,1391.922142,15.3,5.1
2475800,84993.55023,1414.95733,3.6,NA
2475900,297646.0415,2488.06381,2.1,1.2
2476000,476223.713,3069.41584,16.5,8.1
2476100,140696.8306,2845.947298,2.1,NA
2476200,57853.28343,1474.623136,1.2,NA
2476300,45002.97711,1018.342114,9.9,NA
2476400,39527.81856,1144.894572,1.5,NA
2476500,97349.24531,2330.790231,NA,NA
2476600,173539.622,2722.257008,8.4,2.1
2476700,35075.6146,896.16519,NA,NA
2476800,199466.7575,2505.420147,4.5,NA
2476900,77519.66558,1644.901045,1.8,NA
2477000,222666.1525,2530.971585,3.6,1.8
2477100,159016.4426,1627.88223,3.9,3
2477200,84630.28388,1506.874314,3,1.8
2477300,157816.6144,2745.113748,4.2,NA
2477400,13351.82435,548.5674,NA,NA
2477500,87841.3595,1088.900619,5.4,NA
2477600,48828.87832,1107.641836,12,NA
2477700,286584.7615,2098.220191,6.3,3.6
2477800,53321.76458,932.173863,3.3,NA
2477900,66132.92623,1094.517706,2.1,NA
2478000,59401.18029,1028.326333,6,NA
2478100,87130.34492,2424.350411,0.9,NA
2478200,1106174.721,7156.826748,5.1,3.3
2478300,195958.6343,2820.151172,4.2,NA
2478400,98405.64761,1694.291539,1.5,NA
2478500,25998.86738,1051.487233,NA,NA
2478600,368168.0228,3902.515539,7.8,3.3
2478700,32536.35179,1106.097014,NA,NA
2478800,77516.98404,1548.122391,5.4,NA
2478900,218907.879,1737.607496,5.4,NA
2479000,408960.2664,3406.50206,6,2.4
2479100,146042.3097,1714.686654,4.5,NA
2479200,45906.12395,1190.394782,1.8,NA
2479300,44551.12547,1077.316644,6.3,NA
2479400,139306.6465,1531.930502,0.6,NA
2479500,38413.29835,1351.703747,NA,NA
2479600,163913.7114,1572.666094,3,NA
2479700,1036864.663,13006.096,1.2,NA
2479800,387596.7936,2558.274447,3.3,1.5
2479900,389261.4749,2613.703158,30.6,12
2480000,448010.5819,6264.715449,2.7,NA
2480100,179071.328,2597.390751,6.3,NA
2480200,33094.9159,953.373476,2.1,NA
2480300,234386.6438,3338.156204,9.3,NA
2480400,93239.61467,3120.717508,NA,NA
2480500,81139.01181,1605.670126,3,NA
2480600,324961.6555,2244.241163,3.9,2.4
2480700,18189.98266,592.581834,NA,NA
2480800,418774.9298,3392.516179,10.5,4.2
2480900,72674.34558,1451.638417,3,NA
2481000,86668.08502,1934.737841,3.6,NA
2481100,18183.38449,521.906225,NA,NA
2481200,179626.709,3894.905916,6,NA
2481300,25361.33267,668.34658,NA,NA
2481400,27338.16505,651.71545,NA,NA
2481500,296881.9406,5434.115124,2.4,NA
2481600,577986.5216,2947.478716,9,3.3
2481700,28194.34975,621.330407,NA,NA
2481900,84808.743,1411.162105,0.3,NA
2482000,51412.7,1003.180138,8.7,NA
2482100,70849.25319,1208.367682,2.1,NA
2482200,255034.3681,2258.949107,5.7,2.1
2482300,57217.65499,1022.248021,3,NA
2482400,129549.2252,2088.590501,9.9,2.1
2482500,60055.2392,1075.547271,7.8,NA
2482600,35314.91667,804.366961,6.3,NA
2482700,60648.6111,1513.353964,2.7,NA
2482800,154675.4682,1471.002175,20.7,NA
2482900,227938.7371,2019.819511,15,8.4
2483000,97924.79017,1507.596729,2.4,NA
2483100,188996.8862,2994.409905,9.3,4.8
2483200,91109.26128,1454.279725,1.2,NA
2483300,188523.6889,1660.442237,0.9,NA
2483400,11035.6606,404.949065,NA,NA
2483500,27248.35092,743.451418,NA,NA
2483600,48438.85379,925.024148,2.4,1.5
2483700,43138.91044,876.512942,4.2,NA
2483800,135780.887,1833.674878,1.8,NA
2483900,98266.07768,1581.952567,NA,NA
2484000,47717.34817,952.986039,1.2,NA
2484100,158098.3495,3824.3845,1.2,NA
2484200,214784.8184,2145.88014,1.2,0.9
2484300,57665.67801,1135.832659,5.1,NA
2484400,674435.3084,3856.203283,0.9,NA
2484500,198193.3716,3471.868704,1.2,0.9
2484600,744978.6856,5163.207246,3,0.9
2484700,327863.5536,4451.896672,1.8,NA
2484800,27351.80934,705.92792,NA,NA
2484900,59193.67456,1899.838717,NA,NA
2485000,154479.4184,1647.308107,4.5,NA
2485100,29776.61191,682.158146,NA,NA
2485200,518203.7247,4209.003106,8.1,2.4
2485300,81250.45183,1067.58808,3.6,NA
2485400,94320.63088,1397.082441,15.3,5.7
2485500,75401.97653,1088.728539,NA,NA
2485600,275978.2457,3414.181104,1.2,NA
2485700,260860.9082,2924.657893,11.1,NA
2485800,107516.7433,1231.026808,7.8,NA
2485900,397856.224,2960.481448,6,1.8
2486000,17446.46028,672.267009,NA,NA
2486100,1171378.943,6063.576399,10.2,3.6
2486200,72375.49393,1066.63234,1.8,NA
2486300,255471.9899,2650.762799,6.9,2.1
2486400,21468.29655,676.556039,NA,NA
2486500,357762.2155,8301.722263,15,2.7
2486600,740156.8456,5651.337884,5.7,2.4
2486700,376632.4153,5066.642819,1.5,1.2
2486800,641389.2554,3577.956135,NA,NA
2486900,135456.3744,2603.361126,12,NA
2487000,133728.3849,1782.874084,13.5,NA
2487100,57112.30065,1229.441161,3.3,NA
2487200,75931.23558,2267.509412,NA,NA
2487300,81017.28535,1844.970824,1.8,NA
2487400,34717.07616,736.581475,NA,NA
2487500,115764.5101,1835.446428,NA,NA
2487600,111703.1418,1538.031732,0.6,NA
2487700,87430.67088,1369.399671,1.8,NA
2487800,95420.09161,1398.957766,NA,NA
2487900,45124.94665,1012.7369,2.4,NA
2488000,118126.2241,1554.719862,6.3,NA
2488100,178671.4872,2690.669361,13.5,4.2
2488200,204114.3108,2275.958945,9.6,5.1
2488300,183038.8844,1985.525064,18.9,10.2
2488400,70526.9789,1059.561016,4.5,NA
2488500,65640.50441,1059.055205,8.1,NA
2488600,704740.1891,4442.216443,3.6,2.1
2488700,121864.0028,1504.837068,3,NA
2488800,235335.1022,2173.831301,1.5,NA
2488900,21070.94842,571.879811,NA,NA
2489000,40350.92515,840.026565,9.6,NA
2489100,170249.2492,2657.339303,7.2,NA
2489200,359481.8915,4012.138046,11.4,3.6
2489300,203195.7627,4277.214079,2.4,1.2
2489400,808687.8421,9369.340368,7.8,3.6
2489500,306361.2539,3049.506632,4.5,2.1
2489600,71291.94324,1924.992393,2.1,NA
2489700,479433.6798,10863.68408,6.3,2.4
2489800,132338.3612,1566.073715,2.7,NA
2489900,616122.4935,4929.972905,15.9,5.7
2490000,106549.4813,1755.829319,3.6,NA
2490100,240685.3447,2036.938242,13.8,6
2490200,322205.5259,2935.242254,5.7,1.5
2490300,202170.1915,2210.877541,1.8,NA
2490400,356414.4355,3729.896297,10.2,3
2490500,1186892.253,8669.740127,20.4,8.1
2490600,50073.32486,1215.479082,3.9,NA
2490700,153318.7819,1678.960778,NA,NA
2490800,90927.66103,2232.995019,5.1,NA
2490900,552274.052,7213.817202,2.1,NA
2491000,472516.7932,3450.972195,10.2,3.6
2491100,386983.3832,3313.774839,6.9,3
2491200,77425.52383,1521.245447,1.2,NA
2491300,283052.7646,4272.975529,4.8,2.4
2491400,128704.2861,1529.630707,15.6,NA
2491500,246340.5152,2116.093937,3.6,2.1
2491600,73169.90834,1102.975664,0.9,NA
2491700,31262.59649,1030.288685,NA,NA
2491800,20241.98164,554.219324,NA,NA
2491900,54069.92288,1290.880159,3.3,NA
2492000,54238.13514,1095.054145,4.5,NA
2492100,1025713.428,5642.108323,11.1,3.3
2492200,38863.6624,794.018033,NA,NA
2492300,17818.47463,519.075686,NA,NA
2492400,93734.13733,1843.474037,0.9,NA
2492500,27273.41895,845.109749,1.2,NA
2492600,744665.3626,3931.211883,8.1,3
2492700,18640.58867,859.670041,NA,NA
2492800,126623.2287,1695.851059,7.5,NA
2492900,212061.2535,3029.054632,4.5,1.8
2493000,47514.84219,940.098496,1.5,NA
2493100,1333326.782,6808.203466,9,3
2493200,162177.856,2229.534071,11.7,NA
2493300,60505.15975,1232.66511,1.8,NA
2493400,100940.6054,1417.203959,8.1,NA
2493500,137729.1935,2921.392892,4.5,NA
2493600,105970.1645,1202.75604,1.5,NA
2493700,233343.6069,1902.35766,3.3,NA
2493800,45974.08685,852.759459,2.1,NA
2493900,134593.1563,1324.43489,22.8,8.4
2494000,151446.4182,1494.143246,11.4,NA
2494100,31378.4403,1045.519395,NA,NA
2494200,295853.0072,3115.815491,NA,NA
2494300,90426.92672,1103.794784,7.5,NA
2494400,62171.20749,1624.261119,6,NA
2494500,429426.0292,3563.36843,8.7,4.8
2494600,69924.15203,1255.69482,3.9,NA
2494700,54871.4669,958.572168,5.7,NA
2494800,173600.698,1545.463657,12,NA
2494900,513272.9055,3525.177443,14.7,7.5
2495000,875899.0065,4580.733094,17.4,7.5
2495100,3643570.803,12960.14682,21.9,7.2
2495200,851035.848,4334.715328,2.7,1.8
2495300,399538.3848,2344.902145,5.4,2.7
2495400,223703.1419,2760.113904,3.6,NA
2495500,141226.4417,3065.61807,1.2,NA
2495600,418393.4339,2702.64963,2.7,1.2
2495700,39972.9036,1090.60106,7.5,NA
2495800,83482.5229,1089.352683,4.2,NA
2495900,261416.833,2632.773483,11.1,3.6
2496000,29884.15118,1241.125581,1.5,NA
2496100,251401.1132,3060.249584,3.6,1.5
2496200,62279.54212,1389.10611,NA,NA
2496300,10171220.35,18976.00597,10.8,6.9
2496400,125855.8494,1362.974635,3.3,NA
2496500,35032.19741,2716.154176,3.6,NA
2496600,58506.16174,1384.170321,3.3,NA
2496700,117720.5381,2223.680859,7.8,NA
2496800,251417.0403,2174.771937,20.1,7.2
2496900,762656.2844,5409.870769,8.4,3
2497000,72257.75197,1313.592736,5.1,2.7
2497100,610360.0287,3021.77048,12.3,8.1
2497200,19468.34441,595.607108,NA,NA
2497300,259817.759,6972.146509,3,NA
2497400,154367.6165,1878.523879,3,2.1
2497600,37499.27743,1062.798547,1.2,NA
2497700,67193.73342,1635.93171,NA,NA
2497800,49026.17689,1035.905551,NA,NA
2497900,105159.564,1765.57882,6.6,NA
2498000,80444.90538,1374.956854,6,NA
2498100,66004.84662,1698.343019,2.4,NA
2498200,126748.2709,2082.849619,1.8,NA
2498300,210866.2872,2606.188966,4.5,NA
2498400,93591.71446,2190.426183,3.3,NA
2498500,30232.33998,664.775539,NA,NA
2498600,826885.935,4512.757805,7.2,3.6
2498700,17279.88724,499.377915,NA,NA
2498800,239126.9037,3079.472644,4.2,NA
2498900,124865.9811,1333.913918,3.3,1.5
2499000,444989.8135,7590.550535,9.6,3.9
2499100,151279.7668,1494.424937,2.1,NA
2499200,338680.1172,3507.96781,12.6,5.1
2499300,78714.40256,1182.879374,1.8,NA
2499400,82135.49761,1909.355063,6,NA
2499500,132669.4524,1787.80187,3.3,NA
2499600,96664.86921,1213.548908,4.8,NA
2499700,90560.68168,1611.22015,4.2,NA
2499800,59754.5484,1553.080999,NA,NA
2499900,96099.70072,1797.076784,NA,NA
2500000,38521.04917,833.277952,NA,NA
2500100,242784.1679,2851.258879,9.9,3.3
2500200,62079.79177,1074.357033,0.9,NA
2500300,164461.8621,1972.605763,0.9,NA
2500400,77139.98115,1088.142524,1.5,NA
2500500,265175.8647,2930.121304,9.6,3.9
2500600,59508.23207,1268.563728,4.5,NA
2500700,54803.04224,1564.785103,13.5,NA
2500800,150980.9641,1697.435522,1.2,NA
2500900,30168.60376,886.731104,NA,NA
2501000,168418.9622,2361.384792,6,2.7
2501100,70028.19612,1037.959415,1.8,NA
2501200,94794.2155,1230.288102,12.3,NA
2501300,137427.2565,1863.557192,1.8,1.2
2501400,348467.0398,4352.000285,1.5,NA
2501500,18928.50704,933.549379,NA,NA
2501600,83929.36107,1137.097274,10.8,NA
2501700,530678.2307,4927.935068,12.6,3.9
2501800,17967.33741,548.019524,NA,NA
2501900,421322.7592,7692.70978,NA,NA
2502000,140274.2893,1826.71749,13.8,5.4
2502100,16491.48237,608.146194,NA,NA
2502200,72277.26664,1096.622547,3,NA
2502400,181642.9448,3624.884621,2.1,NA
2502500,181572.8296,3591.383788,1.5,NA
2502600,194871.6248,2087.999731,0.6,NA
2502700,26130.52718,776.51818,2.1,NA
2502800,119995.2137,2248.804614,3.6,NA
2502900,99281.04179,1332.499616,2.1,NA
2503000,40275.22957,1428.748913,0.6,NA
2503100,134067.8588,1409.906029,2.1,NA
2503200,38678.00172,781.54949,6.6,NA
2503300,181275.0757,2989.28243,2.4,NA
2503400,227478.7462,4049.798744,NA,NA
2503500,389088.1116,2959.057376,9.3,4.5
2503900,29193.31652,885.72909,NA,NA
2504300,10853.71549,530.064706,NA,NA
2504350,26839.24584,941.839312,NA,NA
2504370,11147.85526,390.089098,NA,NA
2504400,41239.45774,1111.885157,1.8,NA
2504500,50976.0604,884.347521,1.8,NA
2504590,29090.47092,878.300512,NA,NA
2504600,143502.9072,2434.479331,2.1,NA
2504700,60638.21407,1384.537416,1.2,NA
2504730,172401.5498,1674.973695,NA,NA
2504800,16316.70065,567.870132,NA,NA
2504900,10770.24121,386.682159,NA,NA
2504930,13565.04253,474.394935,NA,NA
2505000,10155.50525,450.802056,NA,NA
2505100,25677.96616,658.750404,NA,NA
2505150,11281.94951,447.99851,NA,NA
2505200,18529.57807,763.554899,NA,NA
2505300,15683.21032,541.044147,NA,NA
2505400,12749.41165,656.387099,NA,NA
2505830,16687.09861,635.592595,NA,NA
2505900,15130.87839,490.485271,NA,NA
2505945,24334.63135,591.014646,NA,NA
2505960,23736.83597,590.450196,NA,NA
2506100,12548.86406,478.803569,NA,NA
2506200,16695.62682,817.012606,NA,NA
2506300,17685.29234,570.623062,NA,NA
2506400,17316.10546,568.580861,NA,NA
2506500,15574.5075,728.087277,NA,NA
2506600,70251.58442,1488.39106,NA,NA
2507000,39518.55639,1263.218598,NA,NA
2507100,21857.89669,701.545827,NA,NA
2507200,15242.85993,492.752867,NA,NA
2507300,14876.08414,659.561246,NA,NA
2507400,20637.82515,678.135016,NA,NA
2507500,13878.91531,578.66951,NA,NA
2507700,54875.49581,2238.660082,4.8,NA
2507800,21815.89216,673.164619,NA,NA
2508000,71450.33877,2527.857797,3,NA
2508200,55389.53058,3118.126585,2.1,NA
2508300,41748.20592,979.542283,NA,NA
2508505,142931.2176,3227.863496,NA,NA
2508550,21503.52702,628.717181,NA,NA
2508590,13841.0854,619.35908,NA,NA
2508600,18289.30324,512.638407,NA,NA
2508700,19336.8198,501.8176,NA,NA
2508800,30183.64971,939.323589,NA,NA
2508900,57046.4091,2107.326172,NA,NA
2509000,43139.23726,932.281587,1.2,NA
2509200,39817.57835,848.959612,NA,NA
2509500,30036.82505,941.354631,NA,NA
2509600,25526.76907,1095.671269,NA,NA
2509700,10803.52855,620.168046,NA,NA
2509800,21676.63253,878.708535,NA,NA
2509900,23452.83629,713.7864,NA,NA
2510100,61895.93639,1492.637327,3,NA
2510300,11330.51172,407.48017,NA,NA
2510400,35496.73462,980.404669,NA,NA
2510500,84056.46615,2380.465289,2.4,NA
2510600,22744.4662,906.057275,NA,NA
2510700,85921.78413,1988.649392,3,NA
2511000,199352.7523,5478.959931,4.5,NA
2511100,24510.71617,850.601967,NA,NA
2511200,10701.7706,461.608628,NA,NA
2511400,26114.48438,624.514621,NA,NA
2511450,26678.11072,1377.457164,NA,NA
2511500,10144.81785,465.896923,NA,NA
2511600,15457.98187,588.048268,NA,NA
2511700,13007.41307,759.087467,NA,NA
2511900,17566.96393,536.242251,NA,NA
2512100,19292.46991,560.356533,NA,NA
2512200,14769.36036,494.877399,NA,NA
2512400,38248.54399,715.791644,NA,NA
2512500,27322.71706,623.45261,NA,NA
2512600,20704.11912,774.677248,NA,NA
2512700,58250.69707,1118.637657,1.2,NA
2512800,70563.08743,1237.489971,1.2,NA
2512900,10630.54593,425.639557,NA,NA
2513000,21351.00653,795.642171,NA,NA
2513300,16568.38635,554.903585,NA,NA
2513380,12260.21422,490.442196,NA,NA
2513400,37215.58548,823.238481,1.5,NA
2513800,13909.73563,608.125756,NA,NA
2514100,15720.86135,582.753046,NA,NA
2514300,21071.12541,1313.707464,NA,NA
2514400,23679.59701,642.516251,NA,NA
2514800,17687.12214,550.919323,NA,NA
2514900,20797.33391,568.668433,NA,NA
2515100,16143.29996,622.194055,NA,NA
2515300,20179.98639,531.094883,NA,NA
2515400,27578.41844,617.520661,NA,NA
2515500,23321.19108,705.237112,NA,NA
2515600,23998.98286,629.547739,NA,NA
2515700,11393.8402,408.454983,NA,NA
2515800,13517.58224,452.863157,NA,NA
2515900,10337.80394,465.208459,NA,NA
2516300,25054.52883,776.531483,NA,NA
2516400,21440.32339,955.451462,NA,NA
2516500,52971.15305,1241.360454,1.5,NA
2516600,45568.25828,2014.544803,2.4,NA
2516800,33991.94717,1382.628964,NA,NA
2516900,24746.44129,785.14852,NA,NA
2517000,42094.14536,1286.187223,1.5,NA
2517300,77658.09659,1504.261567,2.4,NA
2517400,115539.0372,1835.160497,1.5,NA
2517500,23411.60102,612.846086,NA,NA
2517600,29283.46189,650.130549,NA,NA
2517700,26714.40894,768.60241,NA,NA
2517800,16297.03843,602.60399,NA,NA
2518400,48072.12336,1454.565924,1.5,NA
2518450,12468.27773,488.375071,NA,NA
2518700,168164.3847,2558.557076,1.5,NA
2518800,32005.16927,1024.404756,NA,NA
2519000,10319.65808,436.404168,NA,NA
2519100,18294.20382,873.006795,NA,NA
2519500,48837.09243,1283.542181,1.8,NA
2519800,10613.77286,391.118044,NA,NA
2519900,21009.88109,626.262601,NA,NA
2520300,11791.52187,414.147637,NA,NA
2520700,23226.34053,879.166872,NA,NA
2520800,17610.4787,693.144759,NA,NA
2521000,11418.7899,419.473281,NA,NA
2521200,14527.96362,603.563772,NA,NA
2521400,16921.50002,539.751655,NA,NA
2521500,17037.43832,547.757676,NA,NA
2521800,19165.67477,553.437115,NA,NA
2521900,15424.28119,541.935121,NA,NA
2522000,42792.8994,1724.455011,NA,NA
2522100,27442.51673,755.008444,NA,NA
2522200,26389.23571,661.217536,NA,NA
2522600,11446.02565,407.695317,NA,NA
2522700,22582.31258,813.648393,NA,NA
2522800,35000.76889,1057.914559,NA,NA
2523400,13153.75259,517.243727,NA,NA
2523500,22070.48908,583.046488,NA,NA
2523700,13581.86994,494.046285,NA,NA
2523800,15610.30968,593.636859,NA,NA
2523850,12107.07574,548.156442,NA,NA
2523900,24011.91118,659.332128,NA,NA
2524200,16117.47396,631.999569,NA,NA
2524400,64916.81803,1603.048327,1.8,NA
2524500,47361.41117,1132.088589,0.9,NA
2524600,16449.75038,554.472346,NA,NA
2524700,15768.0026,474.071352,NA,NA
2524800,16617.19122,492.162909,NA,NA
2524900,45663.64109,905.911089,8.4,NA
2525000,35181.86568,989.573065,2.4,NA
2525200,20421.60101,573.328726,NA,NA
2525700,12100.80541,541.67631,NA,NA
2525800,10765.52775,599.038968,NA,NA
2525900,11935.99266,699.834577,NA,NA
2526000,54455.59348,1554.539163,4.8,NA
2526200,14954.83037,472.082934,NA,NA
2526300,10097.06498,506.874446,NA,NA
2526600,21421.28053,713.144251,NA,NA
2526900,34998.49537,1263.222681,NA,NA
2527100,15512.6721,565.90133,NA,NA
2527200,13962.01731,437.255052,NA,NA
2527300,10692.1348,431.441763,NA,NA
2527700,10722.43408,441.356816,NA,NA
2527900,19520.48189,584.162169,NA,NA
2528000,14262.98748,520.774584,NA,NA
2528100,11137.01205,521.29242,NA,NA
2528200,19862.94977,517.555078,NA,NA
2528300,25616.09517,855.480608,NA,NA
2528400,12728.88293,798.509902,NA,NA
2528500,23797.62904,815.217814,NA,NA
2528700,24776.57307,607.873583,NA,NA
2528800,13906.40259,455.392881,NA,NA
2529200,30219.79752,711.268058,NA,NA
2529300,20730.14846,715.47026,NA,NA
2529400,12326.90959,437.784777,NA,NA
2529600,31167.0451,788.51731,NA,NA
2529700,11212.30703,532.630585,NA,NA
2529900,10518.69019,432.103533,NA,NA
2530200,13024.51931,456.26348,NA,NA
2530300,16641.91181,586.598639,NA,NA
2530400,26835.14611,681.05323,NA,NA
2530500,14307.56168,434.49584,NA,NA
2530600,29221.84155,923.084804,NA,NA
2530700,38425.99675,828.10001,NA,NA
2530800,11359.86623,511.389658,NA,NA
2530900,37475.73023,856.067817,0.6,NA
2531400,10220.62353,365.708112,NA,NA
2531500,119840.4325,2325.60658,2.1,NA
2531600,71161.44836,1312.30624,7.5,NA
2531700,19402.2201,524.958159,NA,NA
2531800,21087.47766,684.388356,NA,NA
2531900,27968.93926,777.022087,NA,NA
2532000,12446.86445,441.482678,NA,NA
2532200,27423.33504,753.781094,NA,NA
2532300,12557.60982,413.328039,NA,NA
2532400,18164.05153,547.143647,NA,NA
2532700,11695.73551,400.758727,NA,NA
2532800,18776.60998,504.686198,NA,NA
2532900,37526.0913,778.288005,NA,NA
2532975,22787.07287,1236.037746,NA,NA
2533000,88934.53503,2162.636908,2.1,NA
2533100,52399.42542,1054.155341,10.8,NA
2533300,10599.89671,539.049261,NA,NA
2533400,12186.80234,448.10305,NA,NA
2533500,29274.70875,741.940636,NA,NA
2533600,28323.16047,701.008089,NA,NA
