wbic,Longitude,Latitude
110500,-89.549485,43.790288
110900,-89.287643,43.755444
111300,-89.625637,43.822049
111400,-89.362756,43.856357
111500,-89.364497,43.853078
111600,-89.149357,43.830625
112000,-89.552786,43.899374
112100,-89.277798,43.953864
112200,-89.13045,43.944353
112300,-89.150476,43.935793
112500,-89.021547,43.931002
112600,-89.052773,43.910209
112800,-89.075699,43.90322
113200,-88.983733,43.958936
113500,-89.303404,44.018509
113600,-89.260429,43.991294
113700,-89.239805,44.028193
113800,-89.189469,44.015607
114050,-89.174656,43.984816
114600,-89.395663,44.077313
115200,-89.324074,44.166936
115900,-88.051523,44.460927
116000,-87.970638,44.449079
116100,-89.323034,43.552302
116200,-89.375398,43.73826
116400,-89.292244,43.797839
116500,-89.235004,43.815059
116600,-89.564564,43.885705
116700,-89.280954,43.881358
117000,-89.590682,43.910302
117100,-89.326403,43.542108
117400,-89.304232,44.033414
117500,-89.622429,43.79532
117600,-89.511779,43.978073
117800,-87.976039,44.52662
128800,-88.398088,44.254962
129800,-88.460994,44.212665
131100,-88.412706,44.009994
133600,-88.462322,43.800174
134400,-88.581675,43.818193
136700,-88.545133,43.723025
138000,-88.570245,43.677751
139300,-88.394801,43.732366
139500,-88.350782,43.688436
139600,-88.560395,44.020851
139900,-88.635407,44.069562
140500,-88.771444,44.042932
141400,-88.799825,43.923907
142200,-88.852375,43.998326
144800,-89.016196,43.93365
145700,-88.932139,43.864313
145900,-88.948548,43.855229
146100,-88.964833,43.845303
146400,-88.970083,43.796752
146500,-88.980275,43.792445
147600,-88.830362,43.843307
148100,-89.002147,43.787216
149000,-89.160895,44.011112
149800,-89.230146,43.967675
150600,-89.256814,43.98918
150800,-89.267998,44.001318
150900,-89.28365,44.003022
151000,-89.290107,44.011808
151300,-89.222998,43.992355
151500,-89.259955,44.030853
151625,-89.272158,44.031423
152000,-89.335211,44.107801
152200,-89.371231,44.089084
152700,-89.291025,44.078207
155200,-89.296496,43.822547
155300,-89.302656,43.813145
155400,-89.306134,43.814978
155570,-89.273256,43.885168
155700,-89.342951,43.882609
156300,-89.42906,44.00374
156500,-89.443194,44.013551
157100,-89.539548,43.988092
157300,-89.359203,43.970415
157600,-89.346056,43.974377
158300,-89.39513,44.013042
158600,-89.472982,44.054966
158700,-89.167896,43.756139
159300,-89.041108,43.686968
159600,-89.302644,43.730763
159900,-89.228226,43.720934
160600,-89.162051,43.687435
160800,-89.081378,43.713397
161100,-89.122284,43.690013
161600,-88.968847,43.6271
161900,-89.001212,43.647608
162500,-88.984933,43.736962
163400,-88.87063,43.741538
163800,-89.310305,43.775631
163970,-89.253793,43.811894
164300,-89.339268,43.804825
164600,-89.358961,43.827534
165100,-89.457168,43.845651
165300,-89.551462,43.826562
165500,-89.567542,43.853001
165700,-89.399832,43.884446
166700,-89.49592,43.882921
167000,-89.561642,43.886734
167800,-89.553717,43.975928
168000,-89.409906,43.758739
168190,-89.372529,43.764495
168300,-89.37636,43.761087
168400,-89.363315,43.758852
168800,-89.449968,43.788206
169300,-89.414019,43.760634
169500,-89.410503,43.759195
170100,-89.50685,43.770552
170850,-89.384503,43.704991
171000,-89.391529,43.688418
171200,-89.401927,43.674438
172300,-89.402592,43.623119
172350,-89.386259,43.61718
172600,-89.387987,43.612592
173000,-89.316556,43.585902
173300,-89.365902,43.638419
173500,-89.342755,43.688541
173600,-89.341582,43.691923
173700,-89.343399,43.693979
175700,-89.607557,43.658061
175900,-89.599229,43.671636
176000,-89.615773,43.647092
176200,-89.641279,43.630791
176600,-89.643777,43.670624
176900,-89.581574,43.694225
177200,-89.661979,43.738451
177500,-89.563108,43.77531
177700,-89.559022,43.789145
178000,-89.577193,43.786141
178300,-89.611647,43.78833
178500,-89.630625,43.788993
178700,-89.648604,43.787435
179100,-89.645512,43.842473
179800,-89.364606,43.544493
180000,-89.305116,43.540275
180300,-89.286503,43.548623
181300,-89.065004,45.41351
181400,-88.861016,45.40084
181500,-89.088732,44.973663
181600,-88.906959,45.281865
181700,-89.316368,44.856919
181800,-88.498281,44.871689
181900,-89.394163,44.435379
182000,-88.759059,44.910677
182100,-89.163828,44.151515
182200,-88.914348,45.354261
182300,-89.140436,44.235746
182400,-88.994948,44.553377
182600,-89.28256,44.913304
182700,-89.334262,44.348811
182800,-89.272508,44.929855
182900,-88.823739,45.491111
183000,-89.209707,44.488378
183100,-88.833287,45.080991
183200,-89.243566,44.546993
183300,-88.955612,44.538792
183400,-88.859956,45.451394
183500,-88.849596,45.451648
183600,-88.507609,44.872386
183700,-88.782388,45.084894
183800,-88.857297,45.431045
183900,-89.361878,44.734368
184000,-88.849769,45.08607
184100,-89.172512,44.271831
184200,-88.925354,45.379344
184300,-88.787975,45.166377
184400,-88.964511,45.385953
184500,-88.904002,45.460128
184600,-88.794008,45.408956
184700,-88.503521,44.845696
184800,-88.911032,45.194276
185000,-88.814361,45.49053
185100,-88.855272,44.495657
185200,-89.111051,44.35489
185300,-88.902857,45.469331
185400,-88.88268,45.119642
185500,-89.168888,44.264527
185600,-89.347352,44.266581
185700,-89.174035,44.231175
185800,-88.939603,45.349474
185900,-88.798377,45.484337
186000,-89.361583,44.468448
186100,-89.291923,44.2241
186200,-88.84237,44.454444
186400,-89.168747,44.21268
186500,-89.280026,44.882344
186600,-89.255839,44.672189
186700,-89.103675,44.281682
186800,-88.870498,45.396174
186900,-89.100212,44.558715
187000,-89.168361,44.450369
187100,-88.773036,45.508778
187200,-88.906426,45.377098
187300,-88.841725,45.082995
187400,-89.063055,44.890578
187500,-89.09372,44.488381
187600,-89.013179,45.348101
187700,-89.055381,45.047244
187800,-88.985573,45.373953
187900,-89.300172,44.540903
188000,-88.942571,45.395389
188100,-89.154889,44.278505
188200,-88.927152,45.38625
188300,-88.827305,45.484104
188500,-89.16243,44.644934
188600,-89.11598,44.352231
188700,-88.745989,45.257323
188800,-89.318958,44.336018
188900,-89.207639,44.449705
189000,-88.934444,45.1699
189100,-89.108346,44.505549
189200,-88.865334,45.452615
189300,-88.730195,45.411131
189400,-88.989185,44.939341
189500,-88.755436,44.912649
189600,-89.164668,44.170942
189700,-89.289383,44.38623
189800,-89.33774,44.470232
189900,-88.931889,45.354826
190000,-89.349666,44.467673
190100,-89.344971,44.420633
190200,-89.152276,44.147338
190300,-88.979137,45.415214
190400,-88.822558,44.358303
190500,-88.771387,45.424778
190600,-88.983011,45.708044
190700,-88.772944,45.500792
190800,-88.532302,44.88926
190900,-88.791449,45.494042
191100,-89.123248,44.216133
191200,-89.123409,44.564221
191300,-89.310601,44.728844
191400,-89.094335,45.388764
191500,-89.150291,44.230246
191600,-88.805743,44.937197
191700,-88.868305,45.101101
191900,-88.769903,45.476981
192000,-88.865323,45.146083
192100,-89.001569,45.454976
192200,-88.779411,45.505816
192300,-89.109665,44.286797
192400,-89.103987,44.27888
192500,-89.074684,1
192600,-89.097838,44.086661
192700,-88.7945,45.500292
192800,-89.269566,44.542762
192900,-88.764647,44.877157
193000,-89.279753,44.692739
193100,-88.900719,44.432303
193200,-89.139874,44.165695
193300,-89.179113,44.370749
193500,-89.355368,44.470599
193600,-89.264479,44.625148
193700,-89.328342,44.617081
193800,-89.291264,44.918921
193900,-88.858569,45.122945
194000,-88.984931,45.163012
194100,-88.96402,45.360539
194200,-88.958549,45.353804
194300,-89.166349,45.440982
194400,-89.146631,44.265162
194500,-88.904065,45.12195
194600,-89.117556,44.493285
194700,-88.89309,45.191657
194800,-88.935834,45.475084
194900,-89.404428,44.5812
195000,-89.112635,44.342656
195100,-89.278725,44.520453
195200,-88.78458,45.147545
195300,-89.368613,44.571731
195400,-89.11824,44.088695
195500,-89.270478,44.669905
195600,-89.060383,45.410832
195700,-89.059635,45.38571
195800,-89.34402,44.353297
195900,-89.323975,44.317794
196100,-89.16291,44.233
196200,-89.32337,44.325233
196300,1,44.324684
196500,-88.763842,45.501682
196600,-88.872577,45.188977
196700,-89.205293,44.203405
196800,-89.168364,44.483219
197000,-89.301818,44.528314
197100,-89.355786,44.353384
197200,-88.994814,44.526754
197300,-89.161647,44.162391
197400,-89.185765,44.262758
197500,-89.11818,44.562299
197600,-88.563138,44.891747
197700,-88.765007,45.41902
197800,-88.956648,45.349189
197900,-88.5425,44.888745
198000,-89.169306,44.431782
198100,-88.759363,45.247637
198200,-89.014017,45.143948
198400,-89.021329,44.442622
198600,-89.132521,44.563787
198700,-89.371415,44.348798
198800,-89.140648,44.464731
198900,-89.173538,44.356659
199000,-89.262614,44.545454
199100,-88.905496,45.483446
199200,-88.878091,45.297503
199300,-89.273212,44.711906
199400,-89.317206,44.490776
199500,-88.936626,44.500458
199600,-88.94646,45.380819
199700,-89.276974,44.544593
199800,-88.992592,45.173563
199900,-89.090509,44.085263
200000,-88.81216,45.056453
200100,-88.811269,45.500141
200200,-88.943663,45.385491
200300,-89.390369,44.473585
200400,-88.804792,44.369103
200500,-88.808005,44.358513
200600,-89.267357,44.466617
200700,-88.85277,45.148605
200800,-89.214259,44.086374
200900,-89.320515,44.228079
201000,-88.84204,45.254211
201100,-89.187652,44.146443
201500,-89.197726,44.173569
201600,-89.211286,44.17522
201700,-89.193492,44.169122
201800,-89.172794,44.162508
202000,-89.128117,44.192972
202500,-89.160164,44.302483
202600,-89.185418,44.29843
202900,-89.157351,44.251148
203000,-89.10099,44.276296
203300,-88.606089,44.252857
203400,-89.238789,44.371059
203600,-89.13206,44.390456
203700,-89.112917,44.347655
204900,-88.769347,44.402105
205000,-88.616209,44.374684
205100,-88.702132,44.375906
205300,-88.600435,44.407527
205400,-88.599333,44.393956
205500,-88.594354,44.400551
205800,-88.4399,44.352998
206000,-89.324509,44.4239
206100,-89.339829,44.420303
206200,-89.18361,44.490012
206300,-89.15618,44.476513
206400,-89.185007,44.458141
206700,-89.19288,44.42887
206800,-89.132228,44.423319
206900,-89.023011,44.499895
207000,-89.078802,44.4908
207100,-89.027338,44.484661
207400,-89.026678,44.426514
207800,-88.577199,44.467994
207900,-89.387325,44.587541
208300,-89.114851,44.522009
208400,-89.121182,44.524675
209500,-89.404135,44.679841
209600,-89.251372,44.667378
209750,-89.33074,44.612701
210000,-89.0633,44.662556
210100,-88.915913,44.627956
210600,-89.354114,44.75423
210800,-89.246102,44.727452
210900,-89.329751,44.728355
211000,-89.258697,44.724793
211200,-89.328752,44.70736
211500,-88.844177,44.717724
213000,-88.704859,44.854336
213100,-88.690659,44.816937
213800,-88.493169,44.834622
215100,-89.321588,44.864355
215200,-89.306172,44.8613
215900,-88.964713,44.907291
216000,-88.965848,44.909323
216300,-88.788025,44.916081
216700,-88.76758,44.896238
217000,-88.803003,44.87826
217700,-88.541864,44.931564
217900,-88.568711,44.93067
218000,-88.575553,44.938111
218100,-88.602656,44.925121
218200,-88.605963,44.927495
218300,-88.532434,44.892908
218400,-88.549235,44.892105
218500,-88.510454,44.883807
218600,-88.557753,44.865828
218700,-89.259272,44.974425
219000,-89.264381,44.971561
219200,-89.113641,45.016954
219300,-89.10724,44.976356
219500,-88.811766,45.014617
219900,-88.73255,45.02561
220100,-88.726569,44.975307
220300,-88.573555,44.979124
220500,-88.602714,44.954866
220700,-88.588549,44.952324
221000,-89.045964,45.110259
222300,-89.04855,45.034085
222400,-89.048969,45.030347
222600,-88.861612,45.071847
223100,-88.99529,45.17735
223200,-88.971498,45.17697
223400,-89.002995,45.135762
223600,-88.978181,45.119668
224100,-88.728267,45.118836
224200,-88.72355,45.118851
224600,-88.887687,45.288011
224800,-88.899224,45.280797
225000,-88.871174,45.243804
225100,-88.834808,45.245473
225400,-89.100701,45.3798
226200,-89.089954,45.347325
226700,-88.935195,45.354431
226900,-89.027892,45.333446
228400,-88.807495,45.328681
228600,-88.855105,45.319616
228700,-88.851768,45.316786
229300,-89.214737,45.444747
229400,-89.213259,45.436167
229700,-89.117796,45.446415
230500,-89.090686,45.432618
230800,-89.150102,45.41015
231700,-89.072712,45.389913
231800,-89.092046,45.382393
231950,-89.084424,45.384954
232000,-89.068084,45.382241
232200,-88.964511,45.409143
232600,-89.006603,45.385146
232800,-88.946621,45.388445
233300,-88.879934,45.43256
233500,-88.827181,45.415662
233600,-88.851556,45.399288
234000,-88.744873,45.460809
234200,-88.767312,45.448706
234600,-88.720001,45.41446
234900,-88.737806,45.409219
235000,-88.734048,45.407844
235100,-89.141954,45.525467
235300,-88.959988,45.475521
235600,-88.822811,45.511211
236000,-88.806154,45.482128
236500,-88.831117,45.482619
236700,-88.852667,45.464527
237300,-89.103647,44.349437
237400,-89.152989,44.354463
237600,-89.049235,44.343299
237900,-89.327888,44.586599
238200,-88.969192,44.63039
239000,-88.564114,44.811083
240100,-88.984548,44.423775
240200,-89.172627,44.265383
240300,-88.871517,1
240400,-89.079439,45.420587
240500,-88.486248,44.866525
240600,-88.599909,44.94556
240700,-88.779563,45.160148
240800,-88.450279,1
240900,-89.219447,44.817372
241000,-89.328561,44.673551
241100,-89.350919,44.324455
241200,-88.820141,45.50825
241500,-88.71777,44.106082
241600,-88.733661,44.139608
242800,-88.838403,44.146827
244800,-89.002492,44.055332
245600,-89.188027,44.067562
245650,-89.195409,44.060121
245700,-89.207901,44.073386
245800,-89.211054,44.080389
246100,-89.14991,44.111951
246300,-89.187503,44.111863
246500,-89.206202,44.118877
246700,-89.196243,44.113157
246900,-89.222229,44.096093
247100,-89.210717,44.144597
247200,-89.21708,44.142841
247300,-89.222919,44.14307
247700,-89.21035,44.169441
248700,-89.138527,44.140459
249300,-89.11545,44.183927
249400,-89.116796,44.196808
249600,-89.118893,44.174677
249800,-89.12761,44.167913
250000,-89.174303,44.174751
250300,-89.192533,44.176341
251600,-89.248839,1
251700,-88.814049,44.187068
252300,-88.696694,44.276422
253700,-88.866377,44.270582
253800,-88.89197,44.276899
254700,-89.094352,44.280524
254900,-89.098041,44.281507
255000,-89.10336,44.289782
255300,-89.105926,44.285462
255600,-89.127599,44.297072
256100,-89.018539,44.229523
256600,-89.082422,44.228925
256700,-89.088391,44.228339
256800,-89.089229,44.249188
257700,-88.948178,44.324559
258400,-89.074516,44.34372
258600,-89.086989,44.345814
258700,-89.083083,44.350132
258900,-89.11419,44.318217
259200,-89.152415,44.309327
259600,-89.181991,44.291636
259800,-89.16955,44.279963
260000,-89.181011,44.283522
260400,-89.221223,44.274303
261000,-89.162363,44.313401
261200,-89.181753,44.322525
261900,-89.240429,44.291803
262200,-89.26662,44.307354
262300,-89.181836,44.328743
262400,-89.174399,44.329486
262600,-89.187347,44.330284
262700,-89.190856,44.329931
262800,-89.18976,44.327401
262900,-89.193521,44.326481
263200,-89.205187,44.325155
263500,-89.211436,44.329799
263700,-89.211607,44.325017
263900,-89.21964,44.326616
264100,-89.191121,44.323559
264300,-89.183001,44.333051
264500,-89.176543,44.335146
264700,-89.169041,44.323748
264800,-89.165244,44.327802
264900,-89.167398,44.334441
265000,-89.16732,44.338411
265100,-89.160155,44.333405
265200,-89.15599,44.335725
265300,-89.150037,44.342412
265400,-89.144444,44.34085
265500,-89.153646,44.346608
265600,-89.140443,44.341974
265700,-89.14105,44.347185
266000,-89.07764,44.356407
266200,-89.089091,44.364543
267200,-89.337387,44.39403
267600,-89.34558,44.441256
267700,-89.338878,44.444377
267800,-89.381149,44.436659
268200,-89.282572,44.457134
268400,-89.2904,44.47781
268600,-89.317263,1
268900,-89.336162,44.49647
269700,-89.334668,44.583972
270000,-89.370621,44.599824
270200,-89.342018,44.600483
270500,-89.387692,44.634612
271100,-88.808977,44.338614
271700,-88.726271,44.311651
272000,-88.86063,44.348674
272900,-88.934311,44.366656
273200,-89.016562,44.410641
273800,-89.04544,44.458252
274200,-89.08251,44.48425
274400,-89.006082,44.453566
274600,-89.064122,44.489681
275200,-89.073202,44.376522
275600,-89.158974,44.429025
275900,-89.152565,44.427026
276300,-89.182832,44.42795
276500,-89.21214,44.427224
276700,-89.219999,44.428438
276900,-89.218889,44.425407
277000,-89.225561,44.425354
277200,-89.233038,44.425206
277600,-89.216853,44.484691
277800,-89.150928,44.46088
278100,-89.131402,44.491958
278500,-89.248218,44.518761
278600,-89.268744,44.518859
278800,-89.131911,44.519011
279300,-89.151853,44.566352
279400,-89.131704,44.571849
279500,-89.122717,44.574936
279700,-88.943575,44.41417
279900,-88.966626,44.413733
280000,-88.972816,44.41181
280400,-88.907955,44.469666
280600,-89.032187,44.497296
281100,-88.973476,44.535165
281700,-89.028096,44.557194
281900,-89.077574,44.560188
282000,-89.087047,44.555403
282300,-89.034538,44.530417
282500,-89.059132,44.522326
282800,-89.114602,44.530945
283300,-88.869746,44.586065
283600,-88.929787,44.549019
283800,-88.958307,44.569829
284000,-88.974148,44.565429
284100,-88.973086,44.56825
284300,-89.004128,44.557309
284400,-89.004304,44.553075
285500,-89.097686,44.637441
286400,-89.240645,44.777774
286900,-89.211057,44.595532
287200,-89.242034,44.618145
287800,-89.314825,44.633119
288300,-89.207904,44.619917
288800,-89.290201,44.646869
289400,-89.273724,44.672767
289600,-89.282353,44.674671
289800,-89.272784,44.691528
291200,-89.321165,44.750895
291300,-89.363746,44.742232
293300,-88.780629,44.629245
293600,-88.778231,44.621189
294500,-88.90304,44.673798
294900,-88.963416,44.655303
295400,-89.009745,44.700052
296100,-88.923,44.628282
296300,-88.9307,44.629148
296400,-88.936089,44.610856
296700,-88.967739,44.629727
296900,-88.961158,44.638647
297100,-88.980269,44.644333
298100,-88.715089,44.679839
298500,-88.674366,44.678963
298700,-88.675318,44.672901
299100,-88.658154,44.686099
299200,-88.668018,44.69011
299300,-88.676144,44.691139
300400,-88.916692,44.871958
300600,-88.921548,44.871699
302000,-88.870471,44.80506
302300,-88.91252,44.818006
305500,-88.896495,44.72408
306325,-89.004761,44.756309
307700,-89.066422,44.735844
310100,-89.263767,44.884611
310500,-89.256153,44.912048
310600,-89.218845,44.944427
312400,-89.15458,44.835412
312600,-89.161482,44.843624
315600,-88.632511,44.329562
316300,-88.515035,44.420564
319200,-88.454422,44.685353
319700,-88.557625,44.537486
319900,-88.560764,44.543541
320800,-88.556223,44.667359
321100,-88.625382,44.691315
321300,-88.641262,44.69722
322500,-88.620755,44.786731
322800,-88.514035,44.806766
