wbic,Longitude,Latitude
535800,-88.284071,45.325276
536000,-88.29367,45.313
537900,-88.377715,45.381442
538700,-88.292204,1
539000,-88.320745,45.278841
539100,-88.312251,45.271202
540600,-88.199613,45.308612
540900,-88.215246,45.327787
541400,-88.165886,45.346488
541700,-88.19719,45.380423
541900,-88.188587,45.395808
542100,-88.186365,45.407654
543800,-88.30338,45.484899
543900,-88.312865,45.465251
544300,-88.289099,45.499931
545000,-88.254542,45.388319
545400,-88.265173,45.357789
546100,-88.322155,45.372079
546300,-88.324597,45.383123
547100,-88.319722,45.43287
547500,-88.39683,45.409021
547700,-88.420842,45.420477
548600,-88.476425,45.433547
548700,-88.491104,45.444035
549400,-88.526538,45.435201
551000,-88.448001,45.44493
551800,-88.567241,45.48267
552100,-88.526029,45.51257
553200,-88.581642,45.549887
553800,-88.659589,45.512414
555200,-88.685326,45.57246
555400,-88.660041,45.569806
555500,-88.637756,45.5693
555700,-88.707118,45.55759
556900,-88.778773,45.558226
557100,-88.779432,45.538219
557500,-88.7686,45.530658
557800,-88.758133,45.538854
559000,-88.392547,45.502586
559400,-88.384503,45.489727
559700,-88.371546,45.548487
561600,-88.462288,45.591863
562100,-88.436254,45.643108
562400,-88.408121,45.668558
564400,-88.468538,45.6532
565300,-88.55071,45.687013
565500,-88.560576,45.675587
566100,-88.442056,45.698527
566200,-88.463591,45.711276
568100,-88.584244,45.581447
568200,-88.60081,45.570285
569900,-88.600346,45.628662
571000,-88.713753,45.618285
574100,-88.826562,45.57841
574400,-88.729057,45.691642
574500,-88.728127,45.696376
575100,-88.838353,45.671306
575500,-88.813211,45.704802
577600,-88.900178,45.683806
577700,-88.901986,45.678507
579700,-88.869071,45.616047
581400,-88.896403,45.586163
581600,-88.909323,45.581432
582800,-88.907023,45.659807
583600,-88.133123,45.510333
583700,-88.05045,45.613379
583800,-87.881761,45.656147
584000,-88.087079,45.60075
584100,-88.0283,45.551624
584200,-88.133917,45.856903
584300,-88.429216,45.951315
584500,-88.966604,45.927501
584600,-88.365913,45.785792
584700,-88.091089,45.582561
584800,-88.109197,45.583784
584900,-87.989371,45.564428
585000,-88.109988,45.513756
585100,-88.165221,45.893674
585200,-88.266638,45.578206
585300,-88.448849,45.931063
585400,-89.02982,45.995036
585500,-88.115136,45.514687
585600,-88.086678,45.590014
585700,-88.126999,45.858029
585900,-89.00153,45.920658
586000,-88.429595,45.566856
586100,-88.612846,45.816508
586200,-88.999537,45.9017
586300,-88.992916,45.896832
586400,-88.205689,45.816979
586500,-88.377269,45.801858
586600,-88.546671,45.955096
586700,-88.081976,45.752917
586800,-89.038796,45.990379
586900,-88.945711,45.912098
587000,-88.624575,45.790268
587100,-88.113954,45.48505
587200,-88.230166,45.616088
587300,-87.849129,45.66334
587400,-88.16147,45.878593
587500,-88.546894,45.733132
587600,-87.906151,45.355415
587700,-88.665581,45.725372
587800,-87.987845,45.399487
587900,-87.961363,45.402587
588000,-88.559475,45.879708
588100,-88.39863,45.757003
588200,-88.044909,45.616019
588300,-88.211644,45.932633
588400,-88.258636,45.780494
588500,-88.835927,45.979881
588600,-88.952445,45.899171
588700,-88.09658,45.56041
588800,-88.076849,45.623239
588900,-88.291439,45.557488
589000,-88.319435,45.774988
589100,-88.043823,45.605772
589200,-87.90139,45.418449
589300,-88.016075,45.427123
589400,-88.543996,45.774648
589500,-87.899751,45.358728
589600,-88.608236,45.727763
589700,-88.699588,45.947742
589800,-88.245792,45.936965
589900,-87.988633,45.562146
590000,-88.962923,45.921749
590100,-88.387754,45.645214
590200,-88.079944,45.735285
590300,-88.773962,45.96245
590500,-88.500468,45.931926
590600,-88.082052,1
590800,-88.590628,45.934865
590900,-88.247005,45.664776
591000,-88.957608,45.949247
591100,-88.110797,45.453726
591300,-88.932765,46.028284
591400,-88.826216,45.800697
591500,-88.967111,45.918712
591600,-88.258739,45.75648
591700,-88.193832,45.860605
591800,-88.308167,45.774254
591900,-88.368518,45.613014
592100,-87.916698,45.644834
592200,-88.12573,45.870125
592300,-88.547521,45.881068
592400,-88.984284,45.946582
592500,-88.039303,45.609528
592600,-88.145416,45.449211
593000,-87.933895,45.420142
593100,-88.076432,45.537372
593200,-88.115492,45.523871
593400,-88.104893,45.509194
594000,-88.050446,45.522546
594400,-88.254592,45.632726
594900,-88.199074,45.611803
595200,-88.162342,45.610042
595400,-88.08801,45.598197
595500,-88.088338,45.595274
595600,-88.118404,45.581947
595800,-88.069924,45.582594
596100,-88.064437,45.572342
596200,-88.069093,45.57365
596400,-87.991057,45.615901
596800,-88.0192,45.554564
596900,-88.050141,45.563211
597300,-88.979469,45.802224
597500,-88.590639,45.799473
597600,-88.649483,45.802238
597800,-88.636197,45.791823
598000,-88.564454,45.766831
598300,-88.57567,45.756032
598500,-88.54184,45.73399
598700,-88.265692,45.765611
599300,-88.95027,45.884079
599500,-88.962653,45.874833
599600,-88.914686,45.875818
599700,-88.676561,45.818241
600500,-88.262258,45.867335
600600,-88.194459,45.866477
600700,-88.190314,45.863718
601000,-88.286526,45.81052
601400,-88.14237,45.88702
601500,-88.150452,45.887374
601600,-88.159091,45.889365
601800,-88.148054,45.88208
601900,-88.163055,45.887302
602000,-88.170561,45.88798
602100,-88.170374,45.883731
602400,-88.101403,45.859114
603000,-88.929526,45.959239
603100,-88.965165,45.939536
603300,-89.012838,45.946598
603600,-88.977505,45.9336
604100,-88.935699,45.927362
604400,-88.939291,45.90485
604900,-88.864395,45.915906
605000,-88.751531,45.972496
605200,-88.738544,45.949346
605500,-88.764547,45.940411
605900,-88.640648,45.944769
606300,-88.528246,45.9644
607500,-88.1721,45.891893
607825,-89.003878,46.028561
608400,-88.675373,45.721458
608500,-88.088661,45.591699
608600,-88.091584,45.610736
608700,-88.657181,45.895628
608800,-88.36493,45.616504
608900,-88.072757,45.62074
609200,-87.648337,45.106714
609400,-87.663518,45.111757
610700,-87.663501,45.372562
610900,-87.829687,45.346776
611300,-87.902897,45.352005
611800,-87.991968,45.424465
612000,-87.999827,45.449044
612200,-87.954148,45.37984
612800,-88.122126,45.443672
613300,-88.182232,45.420815
614100,-87.899456,45.423655
614200,-87.916533,45.419495
614500,-87.915563,45.423508
614600,-87.943533,45.413254
614800,-87.95296,45.416585
614900,-87.942476,45.424771
615100,-87.937536,45.426714
615200,-87.953073,45.426132
617000,-88.003313,45.562782
617100,-88.010489,45.564048
617200,-88.008758,45.59406
617300,-88.011853,45.609773
617700,-88.058541,45.582572
617900,-88.059454,45.541684
618100,-88.093121,45.575652
619800,-88.108432,45.61787
620700,-88.16687,45.651925
621300,-88.240776,45.646336
621500,-88.218091,45.698624
621700,-88.22966,45.666079
621900,-88.236458,45.716719
622000,-88.25026,45.695893
622100,-88.249487,45.699931
622600,-88.263102,45.650909
622800,-88.2754,45.667863
623400,-88.322164,45.65262
624300,-88.075758,45.474713
624400,-88.08051,45.476328
624600,-88.112302,45.493738
624900,-88.140833,45.478054
625100,-88.15097,45.489943
625200,-88.166153,45.486044
625900,-88.123909,45.490336
626100,-88.1261,45.493768
626200,-88.132395,45.495419
626500,-88.149844,45.509651
627200,-88.079998,45.499514
627700,-88.069462,45.52165
627800,-88.059437,45.526172
628000,-88.102984,45.531951
628100,1,45.529112
628400,-88.157506,45.537497
629600,-88.281792,45.529172
630100,-88.264103,45.581505
630200,-88.267761,45.579969
630400,-88.246336,45.615086
630800,-88.289746,45.575289
631400,-88.30563,45.591235
631600,-88.314617,45.573215
632600,-88.296739,45.595643
632800,-88.268772,45.609605
633100,-88.258969,45.627021
633600,-88.354523,45.634995
633800,-88.363649,45.632998
634500,-87.813211,45.535691
635100,-87.891648,45.584109
635400,-87.944463,45.608663
635500,-87.959974,45.601462
635900,-87.811982,45.577015
636800,-87.878751,45.61177
637100,-87.882255,45.605614
637200,-87.897231,45.618135
637400,-87.908041,45.616177
637700,-87.865331,45.654336
637800,-87.884943,45.65185
638000,-87.854509,45.678004
638200,-87.888622,45.666095
638300,-87.895502,45.65925
638500,-87.872937,45.675247
638700,-87.867025,45.676836
639000,-87.896432,45.687329
639200,-87.88295,45.697988
639500,-87.873777,45.70961
639600,-87.877307,45.722866
639800,-87.896479,45.669725
640300,-88.020383,45.739191
642100,-88.105822,45.725807
642400,-88.116717,45.716811
642600,-88.108907,45.71083
642800,-88.116289,45.767566
643300,-87.972635,45.653968
643700,-88.052337,45.617273
643800,-88.058756,45.615217
643900,-88.075676,45.607807
644000,-88.080211,45.607685
644400,-88.043672,45.643631
644500,-88.050237,45.64745
645600,-88.096775,45.680824
647300,-88.008703,45.78661
647500,-88.044469,45.783058
649100,-88.239742,45.756785
649500,-88.260061,45.794597
649600,-88.276477,45.792023
650000,-88.30552,45.765784
650200,-88.129944,45.821163
650500,-88.142329,45.85803
650800,-88.181443,45.893486
651300,-88.264692,45.833761
651600,-88.283584,45.874586
651800,-88.294737,45.867758
652000,-88.289251,45.814289
652100,-88.305429,45.8084
652200,-88.334796,45.778437
652400,-88.327948,45.770811
652500,-88.320115,45.768505
652800,-88.328067,45.82607
653200,-88.362541,45.847512
653500,-88.379393,45.828917
653700,-88.420437,45.854249
653900,-88.399316,45.856829
654000,-88.411545,45.860741
655100,-88.46828,45.876515
655200,-88.459349,45.87539
655300,-88.462552,45.882755
656100,-88.545653,45.86081
656500,-88.369011,45.820796
656900,-88.383405,45.787466
658000,-88.521421,45.781731
658100,-88.516007,45.792032
658700,-88.486138,45.736013
659000,-88.451951,45.735313
659200,-88.438067,45.718487
659600,-88.49995,45.742096
663800,-88.636757,45.686196
664200,-88.648557,45.705851
664700,-88.603556,45.744147
666400,-88.545378,45.779697
666500,-88.541108,45.80723
668100,-88.61808,45.804621
670200,-88.681053,45.808192
671000,-88.78357,45.811476
671300,-88.792348,45.822342
672000,-88.351703,45.866999
672300,-88.322775,45.877247
672500,-88.329015,45.887828
672700,-88.312371,45.88709
672900,-88.306411,45.899367
673100,-88.344281,45.893425
673500,-88.372224,45.917674
674100,-88.447744,45.887927
674400,-88.473443,45.906957
675000,-88.529559,45.910964
675100,-88.51145,45.918103
675400,-88.519835,45.862583
675800,-88.544871,45.870859
676000,-88.538257,45.898604
676700,-88.622619,45.888891
677100,-88.637538,45.867299
677400,-88.675341,45.838079
679300,-88.632839,45.847837
679600,-88.653557,45.831648
679900,-88.620705,45.908888
683000,-88.702301,45.92575
683200,-88.732069,45.93506
683400,-88.786604,45.932096
684400,-88.703304,45.909982
684500,-88.698516,45.913375
684600,-88.741315,45.910891
686000,-88.746052,45.826685
687600,-88.837692,45.866007
689900,-88.893361,45.926765
691800,-88.933815,45.946998
692400,-88.988393,45.911349
692600,-88.980291,45.923321
692700,-88.974301,45.923921
692900,-89.002966,45.93627
693000,-89.009879,45.936842
693100,-89.011316,45.941174
693300,-88.988388,45.894443
702200,-88.118193,45.888516
702400,-88.116059,45.893102
702500,-88.126604,45.893706
702600,-88.136139,45.897672
702700,-88.138569,45.890189
702800,-88.137323,45.884291
702900,-88.131855,45.885048
703000,-88.138392,45.903951
703200,-88.15953,45.911836
703300,-88.164004,45.914229
703500,-88.146104,45.89902
704200,-88.246162,45.919805
705000,-88.332723,45.941866
705200,-88.34978,45.94341
705600,-88.414167,45.950868
705900,-88.416466,45.941988
706000,-88.424707,45.943688
706100,-88.438057,45.94036
706400,-88.367621,45.961464
706600,-88.42174,45.970564
706700,-88.422052,45.96579
706900,-88.417655,45.955634
707700,-88.440912,45.95698
707800,-88.460108,45.943867
707900,-88.456287,45.939843
708400,-88.594383,45.979662
708600,-88.617065,45.983772
708800,-88.661164,45.944765
709100,-88.688402,45.958574
709600,-88.717895,45.981638
709900,-88.710534,45.969667
710600,-88.765226,45.953625
711200,-88.759443,45.97481
713800,-88.860344,45.986331
715300,-88.841438,45.960833
716100,-88.941753,45.99181
716300,-88.941842,45.982313
716800,-88.99975,45.984881
717100,-88.988048,46.018068
717200,-88.986335,46.021308
717300,-88.989516,46.040596
717400,-89.020827,46.005107
718800,-88.966901,45.971082
719100,-88.90736,46.014634
719300,-88.903205,46.039309
720900,-88.847672,46.04461
720925,-91.41417,43.991617
720930,-91.591703,44.048501
721000,-90.935436,42.694453
721200,-90.638211,42.540628
721400,-90.87878,42.682189
721800,-90.932861,42.687388
722700,-91.121438,42.897252
723500,-91.164085,43.035228
724000,-91.162991,43.090846
724100,-91.154515,43.095886
724150,-91.166695,43.095868
724155,-91.167341,43.090406
724172,-91.160426,43.116601
724300,-91.148617,43.123519
724340,-91.169391,43.127957
724360,-91.157968,43.128315
726000,-91.232001,43.54193
726550,1,1
726600,-91.233611,43.767295
727600,-91.275357,43.859055
727700,-91.281306,43.856776
727800,-91.254795,43.851611
728100,-91.299462,43.90584
728500,-91.408426,43.98709
728700,-91.410424,43.992884
728800,-91.419646,43.996097
728900,-91.420908,44.000521
729000,-91.430252,43.998007
729600,-91.774646,44.163756
730900,-92.015048,44.391048
731300,-92.096134,44.423046
731400,-92.096951,44.414794
731500,-92.099742,44.420261
731700,-92.105774,44.420026
731800,-92.28733,44.495422
732000,-92.459008,44.565112
732200,-92.494916,44.573912
732300,-92.49823,44.585542
732600,-92.535691,44.577948
733200,-92.59519,44.613207
733800,-88.126441,42.624705
733840,-87.94389,42.552822
733850,-87.917264,42.534399
733950,-88.119746,42.618185
734500,-88.03678,42.50163
734700,-88.071006,42.507539
734800,-88.069044,42.499849
735100,-88.038295,42.526514
735600,-88.049831,42.51289
736100,-87.93978,42.516899
737900,-88.101857,42.573424
738200,-88.086745,42.551955
738400,-88.101772,42.559481
738700,-88.102599,42.587026
739100,-88.120936,42.625883
739400,-88.124595,42.618028
739500,-88.086311,42.642464
739800,-88.111527,42.653844
740000,-88.120296,42.64979
740200,-88.380707,42.809768
740300,-88.184012,42.804329
740400,-88.429614,42.80091
740550,-88.43606,42.56968
740600,-88.316916,43.03922
740700,-88.566815,42.7434
740800,-88.171249,43.157325
740900,-88.212552,42.563306
741100,-88.229415,42.849514
741200,-88.637437,42.745639
741400,-88.517096,42.8132
741500,-88.551725,42.787801
741600,-88.252713,42.67665
741700,-88.571035,42.726277
741800,-88.512799,42.817793
741900,-88.3323,42.565284
742000,-88.493845,42.867089
742245,-88.101482,42.965067
742250,-88.175816,42.985075
742275,-88.172582,43.07442
742300,-92.328069,45.610675
742800,-88.270455,42.50612
743000,-88.25682,42.523469
743600,-88.358313,42.541038
743800,-88.308928,42.531703
743900,-88.303815,42.535232
744200,-88.298521,42.546114
744500,-88.376083,42.52711
744800,-88.36997,42.505785
745200,-88.412103,42.525408
746000,-88.116189,42.501465
746300,-88.084128,42.507152
746500,-88.087366,42.497004
746900,-88.158313,42.498613
747100,-88.144261,42.521343
747300,-88.133277,42.537835
747900,-88.153842,42.550939
748100,-88.132556,42.580861
748800,-88.17931,42.6114
749700,-88.209012,42.644819
750300,-88.24205,42.687751
750800,-88.283038,42.627994
751100,-88.295191,42.605712
751400,-88.281747,42.684762
751800,-88.305077,42.713648
752000,-88.303019,42.715975
752300,-88.310953,42.71529
752800,-88.462331,42.717492
753400,-88.357911,42.739205
753800,-88.347729,42.817065
754200,-88.356437,42.789021
754400,-88.412897,42.7816
755300,-88.545466,42.768799
755600,-88.563565,42.762512
755700,-88.572474,42.769035
755800,-88.570369,42.778417
756500,-88.318491,42.642261
756600,-88.31286,42.641514
756700,-88.348288,42.583165
757400,-88.360725,42.640608
757900,-88.48986,42.599979
758100,-88.383442,42.569521
758300,-88.503149,42.566684
759000,-88.267576,42.710424
759200,-88.279057,42.702422
759400,-88.255344,42.714115
759800,-88.12527,42.703058
760900,-88.168707,42.817118
761100,-88.173473,42.830249
761300,-88.169088,42.846524
761700,-88.141011,42.824061
762100,-88.156779,42.846386
762400,-88.111917,42.875815
762550,-88.166357,42.898022
762700,-88.14225,42.914173
762900,-88.151308,42.931533
763200,-88.116288,42.896081
763500,-88.219365,42.788743
763600,-88.20842,42.816087
764300,-88.242212,42.843907
765100,-88.20499,42.876718
765800,-88.347483,42.859091
766000,-88.351074,42.849248
766200,-88.377772,42.847946
766600,-88.391971,42.821982
766900,-88.420082,42.804714
767100,-88.439061,42.810545
767200,-88.446746,42.799671
767400,-88.391678,42.860607
767800,-88.414616,42.851055
768000,-88.417596,42.846965
768200,-88.418259,42.86111
768600,-88.441603,42.85137
768800,-88.449802,42.833059
769750,-88.197881,42.986159
770100,-88.326997,42.952046
770500,-88.368403,42.925643
770600,-88.372267,42.915229
770800,-88.353375,42.95616
771000,-88.358499,42.961436
771600,-88.224098,43.019914
772000,-88.307032,43.073003
772600,-88.334007,43.044131
773900,-89.075724,42.610248
774000,-88.189421,43.217405
774100,-89.516371,43.20065
774200,-88.944602,43.058262
774400,-88.359959,43.129152
774500,-88.918456,42.784701
774600,-88.450645,43.049532
774700,-89.592226,43.194974
774800,-89.182442,43.199983
774900,-88.471045,43.038541
775000,-88.979695,42.799446
775100,-88.424655,43.272559
775200,-88.416011,43.112099
775400,-89.555596,43.200802
775500,-88.467811,43.052686
775700,-88.438361,43.109488
775800,-88.407136,43.105842
775900,-88.5367,43.035322
776000,-89.365945,43.318776
776100,-89.243147,42.795272
776200,-88.979376,42.810856
776300,-89.2458,42.891956
776400,-89.169846,43.424053
776500,-89.222636,43.404495
776600,-88.443516,43.018968
776700,-88.320294,43.211105
776800,-89.330768,42.949873
776900,-89.293446,42.926646
777000,-89.000327,42.675423
777300,-89.40957,42.946629
777400,-88.273861,43.195194
777500,-88.7337,42.734792
777700,-88.470728,42.980509
777800,-89.006675,42.671575
778000,-89.563314,43.181569
778100,-88.480286,43.044128
778200,-89.434286,42.924723
778300,-88.478876,43.050748
778400,-88.403851,43.134905
778500,-88.90063,42.904608
778700,-88.582096,43.090107
778800,-88.187203,43.222386
778900,-88.281021,43.363779
779100,-88.935182,43.048773
779200,-88.384082,43.119447
779300,-88.498936,42.954916
779400,-88.479199,42.96385
779500,-89.032994,42.897997
779600,-88.870834,42.962164
779700,-88.570328,43.058846
779750,-89.306998,43.347531
779800,-88.49309,43.076492
780000,-88.942151,42.731778
780100,-88.464974,43.012607
780200,-89.561702,43.193085
780300,-88.916315,42.775537
780400,-89.03499,42.887834
780600,-88.448994,43.139439
780650,-89.368809,43.092066
780700,-89.032541,42.882682
780800,-88.559832,42.519052
781200,-88.793,42.604617
781250,-88.621087,42.629652
781400,-88.986947,42.755817
781500,-89.001613,42.745099
781600,-88.932513,42.742883
782400,-89.036272,42.834173
782800,-89.058464,42.760671
783300,-88.826673,42.834624
783600,-88.45889,43.015637
783700,-88.485644,42.976621
783740,-89.504607,43.090585
783750,-89.509522,43.087098
783770,-89.379088,43.049847
783900,-88.429154,43.104498
784000,-88.450225,43.038897
784100,-88.525204,43.018766
784200,-88.425474,43.025036
784300,-88.44077,43.024614
784380,-88.422305,43.035526
784400,-88.921636,43.135819
784500,-88.722894,43.175086
784800,-88.431587,43.160365
785000,-88.436472,43.158796
785100,-88.431831,43.153345
785200,-88.432387,43.150298
785300,-88.456075,43.154998
785400,-88.453339,43.150073
785600,-88.461707,43.150639
785700,-88.466237,43.149374
785900,-88.472127,43.146308
786500,-88.437514,43.122641
786600,-88.441142,43.121779
786800,-88.432863,1
786900,-88.4323,43.10989
787000,-88.930273,43.226081
787400,-88.48759,43.27095
787500,-88.458232,43.249442
787700,-88.395509,43.323985
787800,-89.175806,43.430825
788100,-88.952903,42.834425
788300,-88.823379,43.250079
788400,-88.532636,43.431573
788500,-88.467007,43.057302
788600,-88.309289,43.296784
788700,-89.065819,42.775223
789700,-88.901589,42.504558
790000,-88.887457,42.49582
790200,-88.879327,42.495227
793000,-88.765145,42.640397
793600,-88.573146,42.630406
794000,-88.530506,42.65871
794200,-88.642481,42.642626
794600,-88.651684,42.670958
795100,-88.682,42.726647
797600,-89.030043,42.692387
799200,-89.18073,42.782085
799300,-89.183892,42.773415
800400,-89.256847,42.8854
800900,-89.351443,42.95178
801250,-89.169609,42.846192
802000,-89.220912,42.914163
802600,-89.252696,42.965229
803400,-89.289849,42.998012
803700,-89.325542,43.011934
804000,-89.317246,43.038538
804600,-89.36015,43.068026
805000,-89.419353,43.053693
805400,-89.422732,43.107724
807400,-89.345345,43.205051
808700,-88.96195,42.871881
809100,-88.991864,42.965114
809300,-89.025522,42.979888
809600,-88.991133,43.000781
809800,-88.984047,43.025051
810200,-89.032736,43.101623
810700,-89.046594,43.104855
812730,-88.947372,42.839629
812800,-88.891649,42.804901
813100,-88.983646,42.976729
813700,-88.827746,42.923661
815200,-88.73153,42.827432
816000,-88.717479,42.825562
816600,-88.696841,42.774162
816800,-88.695984,42.76149
818700,-88.647102,42.814242
819800,-88.600655,42.859543
820300,-88.573198,42.944446
820800,-88.573253,42.880038
821000,-88.553061,42.887767
822200,-88.481076,42.939084
822300,-88.479636,42.942678
823000,-88.686461,42.928169
823700,-88.582292,43.049513
823900,-88.665963,42.962639
824400,-88.611061,42.979778
825000,-88.503407,42.9839
825800,-88.486063,43.01787
826000,-88.475401,42.995176
826300,-88.457257,42.99738
826400,-88.453044,43.012075
826600,-88.432044,43.022094
826800,-88.455595,43.055719
827000,-88.43368,43.050791
827100,-88.430776,43.066401
827300,-88.434347,43.076556
827500,-88.429153,43.085263
827700,-88.420273,43.060027
828000,-88.389621,43.076271
828200,-88.301188,43.151434
828600,-88.209306,43.220439
830300,-88.883951,43.092497
830600,-88.91585,43.07865
830700,-88.931562,43.077765
830800,-88.921739,43.045356
831500,-88.878308,43.232421
833200,-88.818382,43.341732
834300,-88.803155,43.454463
835100,-88.895185,43.492342
835800,-88.925453,43.584454
837100,-88.969471,43.443595
837300,-88.891515,43.224116
838100,-88.988026,43.185967
838300,-89.015065,43.173926
839100,-89.070366,43.173964
839300,-89.077039,43.183844
841700,-88.950445,43.324602
842500,-89.01116,43.337802
843400,-89.041579,43.39959
847100,-88.782912,43.135616
848500,1,43.049327
848800,-88.518036,43.129037
849100,-88.450156,43.121875
849400,-88.494065,43.113904
849600,-88.45323,43.098294
849800,-88.463815,43.084511
850100,-88.453701,43.111599
850300,-88.427581,43.124732
850500,-88.429198,43.115026
850700,-88.41107,43.121948
850800,-88.382199,43.150307
851000,-88.380458,43.139055
851700,-88.357706,43.218186
851800,-88.356748,43.223443
851900,-88.367403,43.224332
852000,-88.364329,43.227814
852200,-88.352378,43.166854
852400,-88.316181,43.166461
852600,-88.3392,43.190558
852900,-88.311359,43.218364
853100,-88.280048,43.240245
853200,-88.276171,43.24461
853600,-88.285176,43.317694
854100,-88.493679,43.172848
854300,-88.472286,43.157785
854900,-88.449246,43.220033
855200,-88.407457,43.278263
856800,-88.50353,43.309296
857900,-88.372617,43.318359
858300,-88.332663,43.310788
859900,-88.613175,43.370258
861900,-88.566566,43.522775
862200,-88.540642,43.503888
864000,-88.417089,43.519788
865000,-88.442144,43.58804
866000,-88.322714,43.472231
870200,-88.732716,43.637615
872600,-89.488728,43.00083
872700,-89.448074,42.926463
872800,-89.534485,43.019544
872900,-89.398939,42.87426
873000,-89.304109,42.520427
873300,-89.309869,42.840545
873600,-89.309401,42.811529
873700,-89.271105,43.392059
873900,-89.538441,42.980108
873950,-89.507602,43.11941
879400,-89.416548,42.651905
881600,-89.597339,42.744409
884700,-89.304168,42.788548
886000,-89.537802,42.864501
888700,-89.871133,42.575015
888800,-89.878592,42.664022
888900,-89.875325,42.705508
889000,-89.8851,42.708823
894700,-89.771394,42.582299
894900,-89.767269,42.581947
903450,-89.949143,42.747224
903700,-89.974029,42.763619
925750,-90.089795,42.674564
930700,-90.198893,42.876936
933400,-91.135196,42.929166
939600,-90.286514,42.67217
966900,-89.428888,45.505311
967000,-89.633689,45.282968
967100,-89.265559,45.970107
967200,-89.24439,45.392729
967300,-89.656171,43.306617
967400,-89.300895,45.865808
967500,-89.206193,45.344282
967600,-89.497256,45.604428
967700,-89.732229,45.802669
967800,-89.570407,45.342517
967900,-89.428364,45.909907
968000,-89.195755,45.34235
968100,-89.593374,45.708553
968200,-89.511788,45.417356
968300,-89.590049,45.27606
968400,-89.102027,45.278099
968500,-89.343897,46.170915
968600,-89.384547,45.91146
968700,-89.614945,45.29125
968800,-89.06385,45.943716
968900,-89.334012,45.868678
969000,-89.657358,45.7191
969100,-89.382432,45.970118
969200,-89.344735,45.874736
969300,-89.03164,45.828839
969400,-89.112071,46.023344
969500,-89.43952,44.60064
969600,-89.489056,45.428383
969700,-89.908715,45.606313
969800,-89.385437,45.715023
969900,-89.316864,45.791547
970000,-89.542261,45.823615
970100,-89.441621,44.253997
970200,-89.182837,45.06543
970300,-89.518023,45.387854
970400,-89.142548,45.928409
970500,-89.239367,45.362846
970600,-89.51163,45.403392
970700,-89.42052,45.472744
970800,-89.586838,45.726464
971000,-89.440457,45.954705
971100,-89.841279,45.850686
971200,-89.635933,45.955218
971300,-89.436374,45.432294
971400,-89.279896,46.059488
971500,-89.722863,45.85134
971600,-89.629948,45.791222
971700,-89.313299,46.171072
971800,-89.221993,45.359024
971900,-89.450714,45.424197
972000,-89.665898,45.797702
972100,-89.601153,45.928678
972200,-89.305574,46.055764
972300,-89.514034,44.48091
972400,-89.536106,45.817981
972500,-89.757228,45.850388
972600,-89.535187,45.696591
972700,-89.464532,45.415911
972800,-89.285678,45.449106
972900,-89.638203,45.63908
973000,-89.719902,45.841958
973100,-89.169292,45.282863
973200,-89.534092,45.569597
973300,-89.389027,45.710615
973400,-89.344639,46.147621
973500,-89.405329,45.907811
973600,-89.180215,45.832083
973700,-89.492888,45.780132
973800,-89.524352,45.411072
973900,-89.47311,45.410099
974000,-89.41691,45.592037
974100,-89.62803,45.734509
974200,-89.569685,45.878651
974300,-89.647791,45.949561
974400,-89.502819,45.426049
974500,-89.361925,45.925286
974600,-89.492798,44.146796
974700,-89.713854,45.884369
974900,-89.664553,45.745843
975000,-89.858052,45.634457
975200,-89.510748,45.389088
975300,-89.290678,45.450649
975400,-89.103655,46.047087
975500,-89.384403,45.99685
975600,-89.111242,46.075481
975700,-89.636754,45.781038
975800,-89.670844,45.63206
975900,-89.55523,45.519582
976000,-89.589665,43.161549
976100,-89.14804,45.943956
976200,-89.188742,45.99611
976300,-89.004446,46.066704
976400,-89.47574,44.712441
976500,-89.274485,46.091307
976600,-89.659325,43.559106
976700,-89.508512,45.670196
976800,-89.358212,45.906278
976900,-89.703625,45.859003
977000,-89.231918,45.366125
977100,-89.354299,45.616856
977200,-89.554206,45.681956
977300,-89.391261,45.713033
977400,-89.461631,45.806176
977500,-89.626168,45.869986
977600,-89.421994,43.471357
977700,-89.485971,45.581988
977800,-89.313882,45.975685
977900,-89.53907,45.686807
978000,-89.457963,45.445852
978100,-89.50084,45.832225
978200,-89.611998,45.7185
978300,-89.316768,45.858605
978400,-89.554934,45.401881
978500,-89.75545,45.894382
978600,-89.291416,45.971472
978700,-89.462011,44.120283
978800,-89.204404,45.319371
978900,-89.622995,43.290992
979000,-89.2539,43.530884
979100,-89.706824,45.541843
979200,-89.4218,45.725362
979300,-89.696417,45.69553
979400,-89.771941,45.884192
979500,-89.219641,46.128154
979600,-89.512504,45.783312
979700,-89.415051,45.99428
979800,-89.839423,45.899008
979900,-89.430824,45.601273
980000,-89.448642,45.978632
980100,-89.383043,46.041663
980200,-89.311078,45.988029
980300,-89.502924,44.12319
980400,-90.349813,44.211716
980600,-89.28697,46.091058
980700,-89.31318,45.85414
980800,-89.237065,46.079076
980900,-89.731823,43.417559
981000,-89.245063,45.721865
981100,-89.732196,45.805695
981200,-89.582948,45.818193
981300,-89.394376,45.704353
981400,-89.635074,45.943804
981500,-89.24732,45.381047
981700,-89.351602,46.154055
981800,-89.481594,45.419167
981900,-89.745407,45.772227
982000,-89.248423,45.46468
982100,-89.380105,45.985618
982300,-89.69758,45.650436
982400,-89.788051,45.757566
982500,-89.5902,45.978553
